"","회사명","공고제목","즐겨찾기 수","조회수","경력","학력","나이/성별","급여","근무형태","직급/직책","근무일시","근무지역","시작일","마감일","우대사항","지원금/보험","급여제도","선물","교육/생활","근무 환경","출퇴근","리프레시","조직문화","홈페이지접속","필수사항","자사양식다운수"
"66","천일정기화물자동차(주)","물류·유통·운송(국제물류,포워딩) 영업직원 정규직 채용(경력)","15","551","경력 2년 이상","대졸(2,3년제) 이상","무관","회사내규에 따름","정규직 수습기간 3개월","차장, 부장, 과장","주 5일(월~금) 오전 9시~오후 6시","서울 중구지도","2019.03.18 13:00","2019.04.17 23:59","외국어 능력 영어가능자활동/경험 해당직무 근무경험자격/능력 PPT능력 우수자기타3PL 경험자","건강검진, 각종 경조사 지원, 자녀학자금","퇴직금, 휴일(특근)수당, 4대 보험",NA,NA,NA,NA,"연차, 여름휴가",NA,NA,NA,"16"
"67","(주)스마일게이트엔터테인먼트","[스마일게이트 엔터테인먼트] 웹기획 / 웹개발 담당 모집","15","411","경력 7년 이상","학력무관","무관","회사내규에 따름","정규직","과장","주 5일(월~금) ","경기 성남시 분당구지도","2019.03.29 14:00","2019.04.30 23:59","활동/경험 해당직무 근무경험자격/능력 문서작성 우수자기타게임에 관심이 많으신 분","건강검진, 의료비지원(본인), 직원대출제도, 각종 경조사 지원, 단체 상해보험, 의...","퇴직연금, 장기근속자 포상, 퇴직금, 4대 보험",NA,"워크샵, 신입사원교육(OJT), 교육비 지원, 구내식당(사원식당), 점심식사 제공, 사내...","휴게실, 카페테리아","통근버스 운행, 야간교통비지급","연차, 경조휴가제, Refresh휴가, 산전 후 휴가, 육아휴직, 남성출산휴가",NA,"14",NA,NA
"68","(주)스마일게이트엔터테인먼트","[스마일게이트 엔터테인먼트] 데이터분석 담당 / DW엔지니어","10","494","경력 2년 이상","학력무관","무관","회사내규에 따름","정규직","과장, 대리, 사원","주 5일(월~금) ","경기 성남시 분당구지도","2019.03.29 14:00","2019.04.30 23:59","활동/경험 해당직무 근무경험자격/능력 문서작성 우수자기타게임에 관심이 많으신 분","건강검진, 의료비지원(본인), 직원대출제도, 각종 경조사 지원, 단체 상해보험, 의...","퇴직연금, 장기근속자 포상, 퇴직금, 4대 보험",NA,"워크샵, 신입사원교육(OJT), 교육비 지원, 구내식당(사원식당), 점심식사 제공, 사내...","휴게실, 카페테리아","통근버스 운행, 야간교통비지급","연차, 경조휴가제, Refresh휴가, 산전 후 휴가, 육아휴직, 남성출산휴가",NA,"10",NA,NA
"69","㈜디지털대성","[대성마이맥] 마케팅기획실 광고/홍보 담당 경력자 채용","69","857","경력 2년 이상","학력무관","무관","면접후 결정","정규직",NA,"주 5일(월~금) ","서울 서초구지도","2019.03.18 13:00","2019.04.17 23:59",NA,NA,"4대 보험",NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","(주)디지털다임","(신입/경력) 글로벌 SNS 온라인 및 프로모션 및 이벤트 디자인","61","588","무관(신입포함)","학력무관","무관","면접후 결정","정규직, 계약직, 아르바이트정규직 수습기간 3개월계약직3개월, 정규직 전환 가능 - 기간제","면접후 결정","주 5일(월~금) ","서울 용산구지도","2019.03.18 14:00","2019.04.17 23:59","활동/경험 해당직무 근무경험","건강검진, 각종 경조사 지원","인센티브제, 장기근속자 포상, 퇴직금, 4대 보험","생일선물/파티","신입사원교육(OJT), 직무능력향상교육, 리더쉽강화교육, 도서구입비지원, 외국어 교...","휴게실, 수면실, 회의실, 공기청정기, 카페테리아, 전용 사옥, 사내 정원, 노트북, ...","야간교통비지급, 회사차량 있음","육아휴직","자유복장",NA,NA,NA
"71","(주)스마일게이트엔터테인먼트","[스마일게이트 엔터테인먼트] 사운드 담당 모집","10","713","경력 3년 이상","학력무관","무관","회사내규에 따름","정규직","과장, 대리","주 5일(월~금) ","경기 성남시 분당구지도","2019.04.12 14:00","2019.04.30 23:59","활동/경험 해당직무 근무경험자격/능력 문서작성 우수자기타게임에 관심이 많으신 분","건강검진, 의료비지원(본인), 직원대출제도, 각종 경조사 지원, 단체 상해보험, 의...","퇴직연금, 장기근속자 포상, 퇴직금, 4대 보험",NA,"워크샵, 신입사원교육(OJT), 교육비 지원, 구내식당(사원식당), 점심식사 제공, 사내...","휴게실, 카페테리아","통근버스 운행, 야간교통비지급","연차, 경조휴가제, Refresh휴가, 산전 후 휴가, 육아휴직, 남성출산휴가",NA,"29",NA,NA
"72","(주)바텍코리아","바텍코리아 온라인 쇼핑몰 운영자 모집(경력)","10","514","경력 3년 이상","학력무관","무관","면접후 결정","정규직 수습기간 3개월","대리, 과장","주 5일(월~금) ","경기 화성시지도","2019.03.18 14:00","2019.04.17 23:59","전공치기공/치위생학과활동/경험 해당직무 근무경험기타포토샵 가능자","건강검진, 직원대출제도, 각종 경조사 지원","퇴직연금, 인센티브제, 장기근속자 포상, 우수사원포상, 휴일(특근)수당, 4대 보험","명절선물/귀향비, 창립일선물지급","창립일행사, 우수사원시상식, 직무능력향상교육, 사내동호회 운영, 식비 지원","휴게실",NA,"연차, 여름휴가, 경조휴가제, 산전 후 휴가, 육아휴직",NA,NA,NA,NA
"73","(주)윌비스","(주)윌비스 해외영업 경력사원 채용 공고","41","979","경력 4~5년","대졸(4년제) 이상","무관","면접후 결정","정규직",NA,"주 5일(월~금) ","서울 송파구지도","2019.03.18 14:00","2019.04.17 23:59","외국어 능력 영어능통자활동/경험 해당직무 근무경험근무조건 해외근무 가능자",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","(주)대교","(주)대교 경영관리팀 경력사원 채용","12","473","경력 3년 이상","대졸(4년제) 이상","무관","회사내규에 따름","정규직",NA,"주 5일(월~금) ","서울 관악구지도","2019.03.18 15:00","2019.04.16 23:59",NA,"건강검진, 직원대출제도, 각종 경조사 지원, 단체 상해보험, 무료진료지정병원, 해...","퇴직연금, 인센티브제, 장기근속자 포상, 우수사원포상, 퇴직금, 성과급, 휴일(특근...","명절선물/귀향비, 창립일선물지급, 생일선물/파티, 크리스마스 선물, 결혼기념일선물","창립일행사, 우수사원시상식, 워크샵, 플레이샵, 신입사원교육(OJT), 직무능력향상...","사내 어린이집 운영, 휴게실, 회의실, 카페테리아, 전용 사옥, 휠체어용 난간, 유도...","차량유류비지급, 사택제공, 주택자금 융자, 주차장제공","연차, 여름휴가, 경조휴가제, 반차, 근로자의 날 휴무, 포상휴가, 산전 후 휴가, 육...","노조/노사협의회, 회식강요 안함",NA,NA,NA
"75","코리아에프티(주)","연구소·R&D 채용 - 연구개발팀(1팀) 자동차부품 연료파트","46","1,362","신입","학력무관 시작실개발관리 1명 (고졸 이상)","무관","회사내규에 따름","정규직, 인턴직정규직 수습기간 3개월인턴직1년, 정규직 전환 가능",NA,"주 5일(월~금) 08:30~19:00(수요일-08:30~17:30)","경기 안성시지도","2019.03.18 15:00","2019.04.25 23:59","전공기계/자동차/조선공학기타자격요건 - 해외 자동차부품 연구개발/기술영업 정규직 부문학력 : 대졸(4년) 이상전공 : 무관경력 : 신입필수요건 : 영어 능통자성별 : 무관모집인원 : O명","건강검진, 직원대출제도, 자녀학자금","장기근속자 포상, 우수사원포상, 퇴직금, 휴일(특근)수당, 연차수당, 직책수당, 자...","명절선물/귀향비, 창립일선물지급, 생일선물/파티","우수사원시상식, 워크샵, 신입사원교육(OJT), 직무능력향상교육, 외국어 교육 지원, ...","휴게실, 회의실, 유니폼지급, 사원증, 사무용품 지급","기숙사 운영, 통근버스 운행, 주택자금 융자, 주차장제공, 회사차량 있음","연차, 여름휴가, 경조휴가제, Refresh휴가, 창립일휴무, 근로자의 날 휴무, 산전 후 휴...","노조/노사협의회",NA,NA,NA
"76","㈜캐프","(주) 캐프 제품기획 채용공고(경력직)","12","990","경력 5년 이상","대졸(4년제) 이상","무관","회사내규에 따름","정규직 수습기간 3개월","팀장","주 5일(월~금) 08시20 ~ 17:00","경북 상주시지도","2019.03.18 16:00","2019.04.17 23:59","전공기계/자동차/조선공학기본국가유공자, 보훈대상자, 장애인우대외국어 능력 영어가능자, 일본어 가능자, 중국어 가능자근무조건 인근거주자, 운전가능자, 기숙사 생활가능자, 지방근무 가능자기타CATIA","건강검진, 의료비지원(본인), 각종 경조사 지원, 체력단련실운영, 자녀학자금","퇴직연금, 인센티브제, 장기근속자 포상, 우수사원포상, 퇴직금, 성과급, 4대 보험","명절선물/귀향비, 창립일선물지급, 생일선물/파티","창립일행사, 우수사원시상식, 신입사원교육(OJT), 직무능력향상교육, 리더쉽강화교...","휴게실, 회의실, 공기청정기, 카페테리아, 전용 사옥, 사내 정원, 노트북, 사원증, ...","기숙사 운영, 통근버스 운행, 주차장제공, 회사차량 있음","연차, 여름휴가, 경조휴가제, 반차, 창립일휴무, 근로자의 날 휴무, 포상휴가, 산전 ...","회식강요 안함, 야근강요 안함",NA,NA,NA
"77","씨카코리아(주)","외국계 재경팀 정규직 모집(일반회계, 제조원가)","344","3,771","신입·경력 3년 이하","대졸(4년제) 이상","무관","회사내규에 따름","정규직","사원, 대리 / 팀원","주 5일(월~금) 오전 8시 30분~오후 5시 30분","서울 강남구지도","2019.03.18 17:00","2019.04.17 23:59","전공경영학, 회계학외국어 능력 영어가능자활동/경험 해당직무 근무경험자격/능력 컴퓨터활용능력 우수","각종 경조사 지원, 자녀학자금","인센티브제, 퇴직금, 4대 보험",NA,"구내식당(사원식당)",NA,NA,"연차, 경조휴가제, 휴양시설 제공",NA,NA,NA,NA
"78","(주)엔미디어플랫폼","[넥슨그룹] 엔미디어플랫폼 Android 개발자 모집","6","142","경력 1~10년","학력무관","무관","면접후 결정","정규직 수습기간 3개월",NA,"주 5일(월~금) 오전 9시~오후 6시","경기 성남시 분당구지도","2019.03.18 19:00","2019.04.17 23:59",NA,"건강검진, 의료비지원(본인), 직원대출제도, 각종 경조사 지원, 단체 상해보험, 체...","퇴직연금, 장기근속자 포상, 우수사원포상, 휴일(특근)수당, 직책수당, 장기근속수...","명절선물/귀향비","우수사원시상식, 워크샵, 플레이샵, 도서구입비지원, 교육비 지원, 자기계발비 지...","사내 어린이집 운영, 휴게실, 회의실, 공기청정기, 카페테리아, 장애인 화장실, 장...","통근버스 운행, 주택자금 융자, 야간교통비지급, 주차장제공, 주차비지원","연차, 여름휴가, 경조휴가제, 반차, Refresh휴가, 창립일휴무, 근로자의 날 휴무, 포상...","회식강요 안함, 야근강요 안함, 자유복장","17",NA,"6"
"79","아이나비 주식회사","아이나비 NDS 개발 경력자 모집","1","185","경력 2~5년","대졸(4년제) 이상","무관","면접후 결정","정규직",NA,"주 5일(월~금) 오전 9시~오후 6시","경기 성남시 분당구지도","2019.03.18 19:00","2019.04.21 23:59","전공컴퓨터/시스템공학자격증정보처리기사기본장애인우대활동/경험 해당직무 근무경험","건강검진","퇴직금, 4대 보험","명절선물/귀향비, 생일선물/파티, 결혼기념일선물","저녁식사 제공, 사내동호회 운영, 사우회(경조사회)",NA,NA,"연차, 근로자의 날 휴무, 산전 후 휴가, 육아휴직","야근강요 안함, 자유복장",NA,NA,NA
"80","아이나비 주식회사","아이나비 지도(GIS) SW 개발 경력자 모집","4","272","경력 2~5년","대졸(4년제) 이상","무관","면접후 결정","정규직",NA,"주 5일(월~금) 오전 9시~오후 6시","경기 성남시 분당구지도","2019.03.18 19:00","2019.04.21 23:59","전공컴퓨터/시스템공학자격증정보처리기사활동/경험 해당직무 근무경험","건강검진","퇴직금, 4대 보험","명절선물/귀향비, 생일선물/파티, 결혼기념일선물","저녁식사 제공, 사내동호회 운영, 사우회(경조사회)",NA,NA,"연차, 근로자의 날 휴무, 산전 후 휴가, 육아휴직","야근강요 안함, 자유복장",NA,NA,NA
"81","(주)액토즈소프트","[인사팀] 인사관리 담당자(대리~과장급) 채용","69","1,774","경력 5~8년","대졸(4년제) 이상","무관","회사내규에 따름","정규직 수습기간 3개월","대리, 과장","주 5일(월~금) 선택적 시간근로제","서울 강남구지도","2019.03.18 20:00","2019.04.17 23:59",NA,"건강검진, 의료비지원(본인), 직원대출제도, 각종 경조사 지원, 단체 상해보험, 선...","인센티브제, 장기근속자 포상, 우수사원포상, 스톡옵션, 퇴직금, 연차수당, 장기근...","명절선물/귀향비, 생일선물/파티","우수사원시상식, 워크샵, 신입사원교육(OJT), 직무능력향상교육, 리더쉽강화교육, ...","휴게실, 수면실, 회의실, 공기청정기, 카페테리아, 게임기, 사원증, 콘도/리조트 이...",NA,"연차, 경조휴가제, 반차, Refresh휴가, 근로자의 날 휴무, 포상휴가, 산전 후 휴가, 육...","회식강요 안함, 야근강요 안함, 자유복장",NA,NA,NA
"82","AGC디스플레이글라스오창(주)","제조/품질관리 담당 종합직 채용","76","1,242","무관(신입포함)","대졸(4년제) 이상","무관","회사내규에 따름","정규직 수습기간 3개월",NA,"주 5일(월~금) 오전 8시 30분~오후 5시 30분","충북 청원군지도","2019.03.18 21:00","2019.04.20 23:59","전공생명/환경공학, 화학공학, 전기/전자공학외국어JPT 600급(점) 이상기본국가유공자, 보훈대상자자격/능력 엑셀 고급능력자근무조건 인근거주자","건강검진, 의료비지원(본인), 각종 경조사 지원, 의료비지원(가족), 체력단련실운영...","퇴직연금, 퇴직금, 성과급, 야근수당, 휴일(특근)수당, 연차수당, 직책수당, 자격증...","명절선물/귀향비, 창립일선물지급","교육비 지원, 자기계발비 지원, 구내식당(사원식당)","유니폼지급","기숙사 운영, 차량유류비지급, 주차장제공","연차, 여름휴가, 경조휴가제, 반차, 창립일휴무, 근로자의 날 휴무, 산전 후 휴가, ...",NA,NA,NA,"84"
"83","태성전장㈜","부품 설계 개발 경력사원 기계·기구설계 정규직 채용 - 경력사","9","294","경력 10년 이상","대졸(2,3년제) 이상","무관","면접후 결정","정규직","과장","주 5일(월~금) 오전 8시 30분~오후 5시 30분","충남 천안시 서북구지도","2019.03.19 07:00","2019.04.18 23:59","전공물리, 전기/전자공학, 기계/자동차/조선공학활동/경험 해당직무 근무경험","건강검진, 각종 경조사 지원, 체력단련실운영, 자녀학자금","상여금, 퇴직금, 야근수당, 휴일(특근)수당, 4대 보험","명절선물/귀향비, 창립일선물지급, 생일선물/파티","우수사원시상식, 워크샵, 교육비 지원, 구내식당(사원식당), 점심식사 제공, 저녁식...","회의실, 유니폼지급","통근버스 운행","연차, 여름휴가, 경조휴가제, 창립일휴무, 근로자의 날 휴무","노조/노사협의회, 자유복장",NA,NA,NA
"84","이오테크닉스","사내 Infra System 운영 및 관리 담당자 경력직 채용 공고","30","970","경력 3~10년","대졸(4년제) 이상","무관","회사내규에 따름","정규직 수습기간 3개월","과장 / 팀원","주 5일(월~금) 오전 8시 30분~오후 5시 30분","경기 안양시 동안구지도","2019.03.19 08:00","2019.04.21 23:59","전공컴퓨터/시스템공학기본국가유공자, 보훈대상자, 장애인우대외국어 능력 영어가능자활동/경험 해당직무 근무경험","건강검진, 의료비지원(본인), 각종 경조사 지원, 의료비지원(가족), 자녀학자금","인센티브제, 장기근속자 포상, 우수사원포상, 퇴직금, 야근수당, 휴일(특근)수당, ...","명절선물/귀향비","워크샵, 교육비 지원, 구내식당(사원식당), 점심식사 제공, 저녁식사 제공, 사내동...","사내 어린이집 운영, 휴게실, 수면실, 회의실, 카페테리아, 전용 사옥, 사내 정원, ...","차량유류비지급, 회사차량 있음","연차, 경조휴가제, 반차, 근로자의 날 휴무, 산전 후 휴가, 육아휴직, 남성출산휴가,...","자유복장",NA,NA,NA
"85","(주) 위코","경영기획 경력 사원 모집","18","663","신입·경력(년수무관)","학력무관","무관","면접후 결정퇴직금, 휴가비, 인센티브 별도","정규직 수습기간 3개월","대리, 과장, 사원","주 5일(월~금) 오전 8시 30분~오후 5시 30분","경기 안산시 단원구지도","2019.03.19 08:00","2019.04.18 23:59","전공경영학, 상경계열외국어TOEIC 800급(점) 이상활동/경험 해당직무 근무경험자격/능력 문서작성 우수자, 엑셀 고급능력자근무조건 인근거주자","건강검진, 각종 경조사 지원, 선택적복리후생, 자녀학자금","장기근속자 포상, 우수사원포상, 퇴직금, 성과급, 휴일(특근)수당, 직책수당, 4대 보험","명절선물/귀향비, 생일선물/파티","우수사원시상식, 워크샵, 플레이샵, 신입사원교육(OJT), 구내식당(사원식당), 점심식...","휴게실, 회의실, 유니폼지급, 사무용품 지급","통근버스 운행","연차, 여름휴가, 경조휴가제, 반차, 창립일휴무, 근로자의 날 휴무, 휴가비지원","회식강요 안함, 자유복장",NA,NA,NA
"86","알파주식회사","문구종합유통 기업 알파에사, 온라인 사업부 쇼핑몰AMD모십니다.","29","393","무관(신입포함)","학력무관","무관","면접후 결정","정규직","주임, 사원 / 팀원","주 5일(월~금) 오전 9시~오후 6시","경기 고양시 일산동구지도","2019.03.19 09:00","2019.04.18 23:59","활동/경험 해당직무 인턴경력, 해당직무 알바경험, 해당직무 근무경험자격/능력 통계분석능숙자, 컴퓨터활용능력 우수, 문서작성 우수자, 엑셀 고급능력자, 포토샵 능숙자, PPT능력 우수자근무조건 인근거주자, 운전가능자, 차량소지자, 지방근무 가능자","건강검진","퇴직금, 4대 보험",NA,"우수사원시상식","유니폼지급",NA,"여름휴가",NA,NA,NA,NA
"87","(주)소모에너지엔테크놀러지","적외선 카메라/렌즈 사업부 품질팀 , 생산팀","7","320","신입·경력 5년 이상","대졸(2,3년제) 이상","무관","면접후 결정","정규직","대리, 과장","주 5일(월~금) ","전남 담양군지도","2019.03.19 09:00","2019.04.18 23:59",NA,NA,"인센티브제, 4대 보험",NA,"점심식사 제공",NA,"기숙사 운영, 주차장제공","연차",NA,NA,NA,NA
"88","알파주식회사","알파에서 온라인 마케팅 기획경력자를 모십니다.","23","279","경력 1년 이상","대졸(4년제) 이상","무관","면접후 결정","정규직","대리, 과장 / 팀장","주 5일(월~금) 오전 9시~오후 6시","경기 고양시 일산동구지도","2019.03.19 09:00","2019.04.18 23:59","기타온라인 기획/홍보 마케팅 경력자","각종 경조사 지원","우수사원포상, 퇴직금, 휴일(특근)수당, 4대 보험",NA,"점심식사 제공","유니폼지급, 자회사 제품할인, 사무용품 지급",NA,"연차, 여름휴가, 반차",NA,NA,NA,NA
"89","㈜대현","(주)대현 경영관리실 직원 모집","214","3,270","신입·경력 1~4년","대졸(4년제) 이상","무관","회사내규에 따름","정규직",NA,"주 5일(월~금) 9 : 30 ~ 18 : 30","서울 강남구지도","2019.03.19 09:00","2019.04.22 23:59","전공경영학, 경제학, 회계학","건강검진, 각종 경조사 지원, 자녀학자금","퇴직연금, 인센티브제, 상여금, 퇴직금, 연차수당, 직책수당, 장기근속수당, 가족수...","명절선물/귀향비, 생일선물/파티","사우회(경조사회)",NA,NA,"연차, 여름휴가, 경조휴가제, 반차, Refresh휴가, 근로자의 날 휴무, 산전 후 휴가, 육...","노조/노사협의회",NA,NA,NA
"90","케이엠 제약(주)","케이엠제약(주) (코스닥상장사) 경력 패키지디자이너 모집","49","571","경력 2~10년","대졸(2,3년제) 이상","30~38세/성별무관","면접후 결정","정규직 수습기간 3개월","과장, 차장, 대리","주 5일(월~금) 오전 9시~오후 6시","서울 금천구지도","2019.03.19 10:00","2019.04.20 23:59","활동/경험 해당직무 근무경험자격/능력 문서작성 우수자, 엑셀 고급능력자근무조건 인근거주자, 운전가능자","각종 경조사 지원","퇴직연금, 장기근속자 포상, 우수사원포상, 4대 보험",NA,"창립일행사, 우수사원시상식, 신입사원교육(OJT), 음료제공(차, 커피)","회의실, 공기청정기, 자회사 제품할인, 사무용품 지급",NA,"연차, 경조휴가제, 반차, 근로자의 날 휴무","회식강요 안함, 야근강요 안함, 자유복장",NA,NA,NA
"91","에스파워(주)","에스파워(주) 회계 실무 경력직 채용(대리~과장)","22","535","경력 4~9년","대졸(4년제) 이상","무관","회사내규에 따름급여 외 식대 별도, 퇴직금 별도, 경영성과급 별도","정규직 수습기간 6개월","대리, 과장","주 5일(월~금) 오전 8시 30분~오후 5시 30분","경기 성남시 분당구지도","2019.03.19 11:00","2019.04.18 23:59","전공경영학, 경제학, 회계학기타유통, 렌탈업계 결산 경험자외국어 가능자 (영어, 스페인어)코스닥상장사 경력자",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","(주)대성엘텍","(주)대성엘텍 기구개발 신입/경력사원 모집","85","1,320","경력 10년 이하","대졸(2,3년제) 이상","무관","회사내규에 따름","정규직 수습기간 3개월",NA,"주 5일(월~금) ","서울 금천구지도","2019.03.19 11:00","2019.04.20 23:59","외국어JLPT 1급(점) 이상외국어 능력 일본어 가능자활동/경험 해당직무 근무경험","건강검진, 각종 경조사 지원, 자녀학자금","퇴직연금, 상여금, 장기근속자 포상, 우수사원포상, 퇴직금, 연차수당, 장기근속수...","창립일선물지급","창립일행사, 우수사원시상식, 플레이샵, 신입사원교육(OJT), 직무능력향상교육, 구...","회의실","기숙사 운영, 통근버스 운행, 회사차량 있음","연차, 여름휴가, 경조휴가제, 창립일휴무, 근로자의 날 휴무","노조/노사협의회",NA,"전<U+00A0><U+00A0><U+00A0>공기계/자동차/조선공학",NA
"93","유한회사 리치텍코리아","[외국계 반도체] RICHTEK 한국지사 신입 및 경력 FAE 채용","225","6,366","신입·경력","대졸(4년제) 이상","무관","회사내규에 따름","정규직","대리 / 팀원","주 5일(월~금) ","경기 성남시 분당구","2019.03.19 00:00","2019.04.26 23:59","활동/경험 해당직무 근무경험근무조건 인근거주자","건강검진, 통신비 지원","퇴직연금, 인센티브제, 4대 보험",NA,"워크샵, 도서구입비지원, 교육비 지원, 구내식당(사원식당), 점심식사 제공, 저녁식...","휴게실, 회의실, 카페테리아, 사내 정원, 노트북, 사원증, 사무용품 지급","주차비지원","연차, 경조휴가제, 반차","수평적 조직문화, 자유복장",NA,"전<U+00A0><U+00A0><U+00A0>공전기/전자공학",NA
"94","㈜코렌텍","의료기기 QA/RA 채용","19","578","경력 2년 이상","대졸(4년제) 이상","무관","면접후 결정","정규직","대리, 과장, 차장","주 5일(월~금) 오전 8시 30분~오후 5시 30분","충남 천안시 서북구지도","2019.03.19 12:00","2019.04.18 23:59","외국어 능력 영어능통자활동/경험 해당직무 근무경험근무조건 인근거주자","건강검진, 각종 경조사 지원, 자녀학자금","장기근속자 포상, 우수사원포상, 퇴직금, 4대 보험","창립일선물지급","창립일행사, 우수사원시상식, 워크샵, 직무능력향상교육, 도서구입비지원, 교육비 ...","휴게실, 수면실, 회의실, 사내 정원, 건물 내 경사로, 장애인 화장실, 장애인 엘리베...","기숙사 운영, 통근버스 운행, 주차장제공, 회사차량 있음","연차, 여름휴가, 경조휴가제, 반차, 창립일휴무, 근로자의 날 휴무, 포상휴가, 산전 ...",NA,NA,NA,NA
"95","㈜세코닉스","㈜세코닉스 재경팀(회계) 경력직 채용","9","525","경력 3~8년","학력무관","무관","회사내규에 따름","정규직 수습기간 3개월",NA,"주 5일(월~금) 오전 8시 30분~오후 5시 30분","경기 동두천시지도","2019.03.19 14:00","2019.04.18 23:59","전공경영학, 회계학","건강검진, 각종 경조사 지원","인센티브제, 상여금, 장기근속자 포상, 우수사원포상, 스톡옵션, 퇴직금, 성과급, ...","명절선물/귀향비, 창립일선물지급","우수사원시상식, 신입사원교육(OJT), 직무능력향상교육, 리더쉽강화교육, 해외연수...","회의실, 장애인 화장실","기숙사 운영, 주차장제공","연차, 경조휴가제, 창립일휴무, 근로자의 날 휴무, 포상휴가, 산전 후 휴가, 육아휴...","노조/노사협의회, 자유복장",NA,NA,NA
"96","(주)파인테크닉스","영업지원 / 사무관리 신입사원 채용공고(IT사업부)","105","1,215","무관(신입포함)","학력무관","무관","면접후 결정","정규직 수습기간 3개월","사원","주 5일(월~금) ","경기 안양시 만안구지도","2019.03.19 14:00","2019.04.18 23:59","활동/경험 해당직무 근무경험자격/능력 컴퓨터활용능력 우수, 문서작성 우수자, 엑셀 고급능력자, 더존/회계 능숙자","각종 경조사 지원","장기근속자 포상",NA,"구내식당(사원식당), 점심식사 제공, 저녁식사 제공",NA,"주차장제공","창립일휴무",NA,NA,NA,NA
"97","(주)그라비티","[그라비티] 글로벌 모바일 CRM 구축 개발자 채용","3","174","경력 2년 이상","학력무관(예정자 가능)","무관","면접후 결정","정규직 수습기간 3개월","대리 / 팀원","주 5일(월~금) 08:00 // 09:00 / 10:00 선택 출근","서울 마포구지도","2019.03.19 14:00","2019.04.18 23:59","전공컴퓨터/시스템공학활동/경험 해당직무 근무경험","건강검진, 직원대출제도, 각종 경조사 지원, 단체 상해보험, 통신비 지원","퇴직연금, 직책수당","생일선물/파티","신입사원교육(OJT), 자기계발비 지원","회의실, 공기청정기","통근버스 운행, 야간교통비지급","경조휴가제, 창립일휴무, 근로자의 날 휴무, 산전 후 휴가, 육아휴직","자유복장",NA,NA,NA
"98","㈜한경희생활과학","품질관리팀 경력사원 모집의 건","6","446","경력 4~10년","대졸(2,3년제) 이상","무관","회사내규에 따름","정규직 수습기간 3개월","대리, 과장","주 5일(월~금) 오전 8시 30분~오후 5시 30분","경기 안산시 단원구지도","2019.03.19 15:00","2019.04.18 23:59","활동/경험 해당직무 근무경험근무조건 운전가능자기타즉시 출근 가능자","건강검진, 각종 경조사 지원, 자녀학자금","퇴직연금, 휴일(특근)수당, 4대 보험","창립일선물지급, 생일선물/파티","구내식당(사원식당), 사내동호회 운영, 사우회(경조사회), 음료제공(차, 커피), 해외...","회의실, 문턱 없음, 자회사 제품할인",NA,"연차, 경조휴가제, 근로자의 날 휴무, 육아휴직","회식강요 안함, 야근강요 안함",NA,NA,NA
"99","㈜하이스틸","(경력무관) 철강 해외영업, 무역직  채용 공고","253","2,658","무관(신입포함)","대졸(4년제) 이상","무관","회사내규에 따름","정규직 수습기간 3개월","사원, 대리 / 팀원","주 5일(월~금) ","서울 중구지도","2019.03.19 15:00","2019.04.26 23:59","전공경영학, 경제학, 유통/무역학외국어TOEIC 850급(점) 이상활동/경험 해당직무 근무경험자격/능력 문서작성 우수자, 엑셀 고급능력자근무조건 인근거주자, 운전가능자","건강검진, 자녀학자금","상여금, 장기근속자 포상, 우수사원포상, 퇴직금, 야근수당, 휴일(특근)수당, 연차...","명절선물/귀향비, 결혼기념일선물","우수사원시상식, 워크샵, 구내식당(사원식당), 점심식사 제공, 저녁식사 제공","휴게실, 수면실, 회의실, 유니폼지급","회사차량 있음","연차, 여름휴가, 경조휴가제, 반차, 휴양시설 제공","노조/노사협의회",NA,NA,NA
"100","(주)일신","(주)일신 -본사 영업관리 정규직 채용","114","1,661","무관(신입포함)","대졸(2,3년제) 이상","무관","3,200~3,400만원","정규직 수습기간 3개월","팀원","주 5일(월~금) ","경기 남양주시지도","2019.03.19 09:00","2019.04.18 23:59","활동/경험 해당직무 인턴경력, 해당직무 알바경험, 해당직무 근무경험근무조건 인근거주자, 운전가능자, 차량소지자","건강검진, 체력단련실운영","퇴직연금, 우수사원포상, 퇴직금, 휴일(특근)수당, 연차수당, 직책수당, 장기근속수...","명절선물/귀향비, 창립일선물지급","창립일행사, 우수사원시상식, 워크샵, 구내식당(사원식당), 점심식사 제공, 사우회(...","휴게실, 회의실, 장애인 화장실, 장애인 전용주차장, 유니폼지급, 사원증, 자회사 ...","주차장제공","연차, 여름휴가, 경조휴가제, 반차, 근로자의 날 휴무, 포상휴가","수평적 조직문화, 회식강요 안함, 야근강요 안함, 자유복장",NA,NA,NA
