"","회사명","공고제목","즐겨찾기 수","조회수","경력","학력","나이/성별","급여","근무형태","직급/직책","근무일시","근무지역","시작일","마감일","우대사항","지원금/보험","급여제도","선물","교육/생활","근무 환경","출퇴근","리프레시","조직문화","홈페이지접속","필수사항","자사양식다운수"
"101","(주)바바패션","(주)바바패션 더 아이잗 컬렉션 소재실 경력 채용","16","256","경력 6년 이상","대졸(4년제) 이상","무관","회사내규에 따름","정규직","면접후 결정","주 5일(월~금) ","서울 서초구, 서울전체지도","2019.03.19 17:00","2019.04.14 23:59","기본국가유공자, 보훈대상자","건강검진, 직원대출제도, 각종 경조사 지원, 결혼준비 지원","퇴직연금, 장기근속자 포상, 우수사원포상, 퇴직금, 연차수당, 4대 보험","창립일선물지급, 생일선물/파티","저녁식사 제공, 사내동호회 운영, 사우회(경조사회)",NA,NA,"산전 후 휴가","자유복장",NA,NA,NA
"102","(주)바바패션","[(주)바바패션] 자사몰 온라인 마케터(경력)","45","528","신입·경력 3~5년","학력무관","무관","면접후 결정","정규직","팀원","주 5일(월~금) 오전 9시~오후 6시","서울 서초구지도","2019.03.19 17:00","2019.04.14 23:59","자격/능력 문서작성 우수자","건강검진, 직원대출제도, 각종 경조사 지원, 결혼준비 지원","퇴직연금, 장기근속자 포상, 우수사원포상, 퇴직금, 연차수당, 4대 보험","창립일선물지급, 생일선물/파티","저녁식사 제공, 사내동호회 운영, 사우회(경조사회)",NA,NA,"산전 후 휴가","자유복장",NA,NA,NA
"103","(주)바바패션","(주)바바패션 더 틸버리 디자이너(경력)/영업MD(경력/신입) 공고","169","1,397","신입·경력(년수무관)","대졸(2,3년제) 이상","무관","면접후 결정","정규직",NA,"주 5일(월~금) 오전 9시~오후 6시","서울 서초구지도","2019.03.19 17:00","2019.04.14 23:59","기본국가유공자, 보훈대상자활동/경험 해당직무 근무경험자격/능력 엑셀 고급능력자","건강검진, 직원대출제도, 각종 경조사 지원, 결혼준비 지원","퇴직연금, 장기근속자 포상, 우수사원포상, 퇴직금, 연차수당, 4대 보험","창립일선물지급, 생일선물/파티","저녁식사 제공, 사내동호회 운영, 사우회(경조사회)",NA,NA,"산전 후 휴가","자유복장",NA,NA,NA
"104","(주)그라비티","[그라비티] 시스템 보안/정보보호 실무 담당자 채용","22","503","경력 3년 이상","학력무관(예정자 가능)","무관","면접후 결정","정규직 수습기간 3개월","대리, 과장 / 팀원","주 5일(월~금) 유연근무제 실시","서울 마포구지도","2019.03.19 17:00","2019.04.18 23:59","전공컴퓨터/시스템공학활동/경험 해당직무 근무경험","건강검진, 직원대출제도, 각종 경조사 지원, 단체 상해보험, 통신비 지원","퇴직연금, 직책수당","생일선물/파티","신입사원교육(OJT), 자기계발비 지원","회의실, 공기청정기","통근버스 운행, 야간교통비지급","경조휴가제, 창립일휴무, 근로자의 날 휴무, 산전 후 휴가, 육아휴직","자유복장",NA,NA,NA
"105","㈜코렌텍","재무회계팀 각 부문 경력직 채용","42","1,396","경력(년수무관)","학력무관","무관","4,000~5,000만원","정규직","대리, 과장 / 팀원","주 5일(월~금) 오전 8시 30분~오후 5시 30분","충남 천안시 서북구지도","2019.03.19 17:00","2019.04.18 23:59","전공경영학, 회계학, 상경계열기본국가유공자외국어 능력 영어가능자자격/능력 문서작성 우수자, 엑셀 고급능력자","건강검진, 각종 경조사 지원, 자녀학자금","장기근속자 포상, 우수사원포상, 퇴직금, 야근수당, 휴일(특근)수당, 연차수당, 4대 보험","창립일선물지급","창립일행사, 우수사원시상식, 워크샵, 직무능력향상교육, 도서구입비지원, 교육비 ...","휴게실, 수면실, 회의실, 사내 정원, 건물 내 경사로, 장애인 화장실, 장애인 엘리베...","기숙사 운영, 통근버스 운행, 주차장제공, 회사차량 있음","연차, 여름휴가, 경조휴가제, 반차, 창립일휴무, 근로자의 날 휴무, 포상휴가, 산전 ...",NA,NA,NA,NA
"106","㈜원일특강","금형가공 관리직 사원 모집","23","800","신입·경력 2년 이상","대졸(2,3년제) 이상(예정자 가능)","32~37세/성별무관","회사내규에 따름","정규직 수습기간 3개월","사원, 주임","주 5일(월~금) 08:00~18:00(점심 12:00~13:00)","경기 시흥시지도","2019.03.19 17:00","2019.04.18 23:59","전공금속/비금속공학, 기계/자동차/조선공학, 신소재/재료공학자격증ATC1급활동/경험 해당직무 근무경험자격/능력 CAD/CAM 능숙자근무조건 인근거주자, 운전가능자","건강검진, 각종 경조사 지원, 체력단련실운영, 업무활동비 지급, 자녀학자금","인센티브제, 우수사원포상, 퇴직금, 연차수당, 4대 보험","명절선물/귀향비","구내식당(사원식당), 점심식사 제공, 사우회(경조사회), 식비 지원","휴게실, 회의실, 유니폼지급, 사무용품 지급","기숙사 운영, 차량유류비지급","연차, 반차, 근로자의 날 휴무","회식강요 안함, 야근강요 안함",NA,NA,NA
"107","네모커머스(주)","인터넷 전자상거래 분야 신규사업 기획","8","245","신입·경력(년수무관)","학력무관","무관","회사내규에 따름","정규직","사원, 대리","주 5일(월~금) ","서울 강남구지도","2019.03.20 09:00","2019.04.19 23:59",NA,"건강검진","퇴직금, 4대 보험","명절선물/귀향비, 창립일선물지급","워크샵",NA,NA,"연차, 경조휴가제, 반차","자유복장",NA,NA,NA
"108","쿠팡풀필먼트서비스(유)","쿠팡CFS 전국 경력 공채(채용,인사,노무,안전,재무,유지보수 등)","321","42,820","경력","대졸(2,3년제) 이상","무관","회사내규에 따름","정규직","면접후 결정",NA,"전국, 서울 송파구, 경기 고양시, 광주시, 부천시, 이천시, 화성시, 인천전체, 경북 칠곡군, 충남 천안시","2019.03.20 00:00","2019.04.19 23:59","기본국가유공자, 보훈대상자, 장애인우대",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","(주)케이지에듀원","[HRD사업부]오마이스쿨 영상 콘텐츠 제작PD","15","236","경력 5년 이상","대졸(2,3년제) 이상","무관","면접후 결정","정규직 수습기간 3개월","대리, 과장","주 5일(월~금) ","서울 서초구지도","2019.03.20 10:00","2019.04.19 23:59","기타관련 학과 및 자격증 보유자, 방송 및 교육 영상 콘텐츠 기획/ 제작 경험자","건강검진, 금연수당, 각종 경조사 지원, 헬스비 지급, 문화생활비, 결혼준비 지원","퇴직연금, 인센티브제, 장기근속자 포상, 우수사원포상, 퇴직금, 직책수당, 4대 보험","명절선물/귀향비, 생일선물/파티, 결혼기념일선물","창립일행사, 워크샵, 신입사원교육(OJT), 직무능력향상교육, 리더쉽강화교육, 사이...","휴게실, 카페테리아, 사내 정원, 노트북, 사원증, 콘도/리조트 이용권, 사무용품 지급",NA,"연차, 여름휴가, 반차, Refresh휴가, 근로자의 날 휴무, 산전 후 휴가, 육아휴직, 남성...","회식강요 안함, 야근강요 안함, 캐주얼데이",NA,NA,NA
"110","(주)케이지에듀원","[HRD사업부]이러닝 콘텐츠 기획/개발/소싱/큐레이팅","13","352","경력 5년 이상","대졸(4년제) 이상","무관","면접후 결정","정규직 수습기간 3개월","대리, 과장","주 5일(월~금) ","서울 서초구지도","2019.03.20 10:00","2019.04.19 23:59","기타기업교육 관련 전공자 및 자격증 보유자, 교육 및 지식콘텐츠 분야 관련 석사 학위 소지자","건강검진, 금연수당, 각종 경조사 지원, 헬스비 지급, 문화생활비, 결혼준비 지원","퇴직연금, 인센티브제, 장기근속자 포상, 우수사원포상, 퇴직금, 직책수당, 4대 보험","명절선물/귀향비, 생일선물/파티, 결혼기념일선물","창립일행사, 워크샵, 신입사원교육(OJT), 직무능력향상교육, 리더쉽강화교육, 사이...","휴게실, 카페테리아, 사내 정원, 노트북, 사원증, 콘도/리조트 이용권, 사무용품 지급",NA,"연차, 여름휴가, 반차, Refresh휴가, 근로자의 날 휴무, 산전 후 휴가, 육아휴직, 남성...","회식강요 안함, 야근강요 안함, 캐주얼데이",NA,NA,NA
"111","(주)뉴신팜","(주)뉴신팜 공급관리부 채용","22","581","신입·경력 1년 이상","대졸(2,3년제) 이상","무관","회사내규에 따름","정규직 수습기간 3개월","사원","주 5일(월~금) 오전 9시~오후 6시","경기 김포시지도","2019.03.20 11:00","2019.04.19 23:59","근무조건 인근거주자","각종 경조사 지원","퇴직연금, 장기근속자 포상, 우수사원포상, 퇴직금, 4대 보험",NA,"사내동호회 운영","유니폼지급","통근버스 운행",NA,NA,NA,NA,NA
"112","아모제푸드시스템(주)","아모제푸드시스템(주) 홈밀부문 전략소싱팀 무역담당 채용","43","603","경력 5~10년","대졸(4년제) 이상 무역관련 학과 우대","무관","면접후 결정","정규직 수습기간 3개월","대리, 과장","주 5일(월~금) 오전 9시~오후 6시","서울 강남구지도","2019.03.20 13:00","2019.04.19 23:59","전공농수산/해양학, 식품/유전/바이오, 유통/무역학외국어 능력 영어능통자활동/경험 해당직무 근무경험자격/능력 통계분석능숙자, 컴퓨터활용능력 우수","각종 경조사 지원","장기근속자 포상, 우수사원포상, 퇴직금, 4대 보험","생일선물/파티","워크샵, 신입사원교육(OJT), 직무능력향상교육, 구내식당(사원식당), 점심식사 제공,...","회의실, 사내 정원, 사원증, 콘도/리조트 이용권","야간교통비지급","연차, 경조휴가제, 포상휴가, 산전 후 휴가, 육아휴직, 남성출산휴가",NA,NA,"외국어TOEIC 800급(점) 이상, 무역영어 2급(점) 이상",NA
"113","㈜블랙야크","(주)블랙야크 경력사원 채용 [그래픽디자인]","121","1,070","경력 7년 이상","대졸(4년제) 이상","무관","회사내규에 따름","정규직 수습기간 3개월","과장, 대리","주 5일(월~금) 오전 9시~오후 6시","서울 서초구지도","2019.03.20 13:00","2019.04.30 23:59","기본보훈대상자활동/경험 해당직무 근무경험","건강검진","퇴직연금, 우수사원포상, 4대 보험",NA,"사내동호회 운영",NA,NA,"여름휴가, 경조휴가제",NA,NA,NA,"113"
"114","㈜포비스티앤씨","㈜포비스티앤씨 기술전략실 직무별 신입/경력직원 채용","14","772","신입·경력","대졸(2,3년제) 이상","무관","회사내규에 따름회사내규에 따름 - 면접 후 결정","정규직","팀원","주 5일(월~금) 오전 9시~오후 6시","서울 강남구","2019.03.20 00:00","2019.04.14 23:59","활동/경험 해당직무 근무경험","건강검진, 각종 경조사 지원","퇴직연금, 퇴직금, 4대 보험",NA,"워크샵, 도서구입비지원, 구내식당(사원식당), 사내동호회 운영","노트북, 사원증, 콘도/리조트 이용권, 사무용품 지급","통근버스 운행, 야간교통비지급","연차, 육아휴직, 휴양시설 제공",NA,NA,NA,NA
"115","쿠팡(주)","Camp Leader (캠프 리더) 경력 채용 [서울,경기,인천,충청]","343","42,787","경력 5년 이상","대졸(2,3년제) 이상","무관","회사내규에 따름","정규직","면접후 결정","주 5 일(주말 포함) ","서울전체, 경기전체, 경기 수원시, 용인시, 인천전체, 광주전체, 대전전체, 전북 전주시, 충남 천안시","2019.03.21 00:00","2019.04.19 23:59","활동/경험 군전역간부, 해당직무 근무경험자격/능력 컴퓨터활용능력 우수",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","(주)동주","영업관리(내근)사무원 모집합니다.(신입)","27","666","신입","학력무관","무관","2,200~2,400만원","정규직 수습기간 3개월","사원 / 팀원","주 5일(월~금) 오전 8시 ~ 오후 5시","충남 천안시 서북구지도","2019.03.20 15:00","2019.04.19 23:59","기본고용촉진장려금 대상, 취업보호대상자, 여성우대자격/능력 문서작성 우수자, 엑셀 고급능력자근무조건 인근거주자, 운전가능자, 차량소지자","건강검진, 각종 경조사 지원, 자녀학자금","퇴직금, 4대 보험",NA,"구내식당(사원식당), 점심식사 제공, 저녁식사 제공, 아침식사 제공",NA,"기숙사 운영, 주차장제공","연차, 반차, 근로자의 날 휴무","회식강요 안함, 야근강요 안함, 자유복장",NA,NA,NA
"117","(주)동주","(주)동주 골판지 박스 인쇄 경력직 채용 공고","스크랩","112","경력(년수무관)","학력무관","무관","면접후 결정","정규직 수습기간 3개월","사원","주 5일(월~금) 오전 8시 30분~오후 5시 30분","충남 천안시 서북구지도","2019.03.20 15:00","2019.04.19 23:59","근무조건 인근거주자, 차량소지자","자녀학자금","4대 보험",NA,"점심식사 제공, 저녁식사 제공, 아침식사 제공",NA,"기숙사 운영",NA,NA,NA,NA,NA
"118","(주)비에스케이코퍼레이션","[비에스케이코퍼레이션] SCM팀 경력직 모집","71","1,341","경력 5년 이상","대졸(4년제) 이상","무관","회사내규에 따름","정규직 수습기간 3개월","대리, 과장, 주임","주 5일(월~금) 오전 9시~오후 6시","서울 강남구지도","2019.03.20 16:00","2019.04.19 23:59","기본국가유공자, 보훈대상자, 취업보호대상자외국어 능력 영어가능자활동/경험 해당직무 근무경험자격/능력 엑셀 고급능력자","건강검진, 각종 경조사 지원, 단체 상해보험, 문화생활비, 복지카드/포인트","장기근속자 포상, 퇴직금, 연차수당, 4대 보험","장기근속 선물","워크샵, 사우회(경조사회), 아침식사 제공, 음료제공(차, 커피)","휴게실, 공기청정기, 자회사 제품할인, 안마실/안마의자",NA,"연차, Refresh휴가, 근로자의 날 휴무, 산전 후 휴가, 육아휴직","회식강요 안함, 자유복장",NA,NA,NA
"119","에프에스케이엘앤에스 주식회사","[FSK L&S] SK계열 물류기업 유럽 헝가리 물류 총괄 채용","22","795","경력 10년 이상","대졸(4년제) 이상","무관","면접후 결정","정규직","차장, 부장","주 5일(월~금) ","유럽 헝가리지도","2019.03.20 16:00","2019.04.19 23:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
