"","회사명","공고제목","즐겨찾기 수","조회수","경력","학력","나이/성별","급여","근무형태","직급/직책","근무일시","근무지역","시작일","마감일","우대사항","지원금/보험","급여제도","선물","교육/생활","근무 환경","출퇴근","리프레시","조직문화","홈페이지접속","필수사항","자사양식다운수"
"446","농심켈로그(주)","생산부 공정 엔지니어 모집 공고(신입사원)","78","1,078","신입","대졸(4년제) 이상(예정자 가능)","무관","회사내규에 따름","정규직 수습기간 3개월","사원","주 5일(월~금) ","경기 안성시지도","2019.04.10 16:00","2019.04.17 23:59","전공식품/유전/바이오기본보훈대상자, 장애인우대외국어 능력 영어가능자, 영어능통자활동/경험 해당직무 인턴경력","건강검진, 각종 경조사 지원, 통신비 지원, 자녀학자금","인센티브제, 장기근속자 포상, 퇴직금, 4대 보험","명절선물/귀향비, 생일선물/파티","교육비 지원, 사내동호회 운영","자회사 제품할인","차량유류비지급","연차, 경조휴가제, 반차, 근로자의 날 휴무, 포상휴가, 산전 후 휴가, 육아휴직, 남...","노조/노사협의회",NA,NA,"95"
"447","(주)평화엔지니어링","2019년도 도로부 경력직 공개채용","2","145","경력 3~10년","대졸(4년제) 이상","무관","4,000~5,000만원","정규직","대리, 과장","주 5일(월~금) 오전 8시 30분~오후 5시 30분","경기 안양시 동안구지도","2019.04.10 17:00","2019.04.22 18:00","전공건축/토목/조경/도시공학자격증토목기사기본국가유공자, 보훈대상자외국어 능력 영어가능자활동/경험 해당직무 근무경험자격/능력 컴퓨터활용능력 우수, 문서작성 우수자, CAD/CAM 능숙자","각종 경조사 지원","퇴직연금, 인센티브제, 장기근속자 포상, 우수사원포상, 퇴직금, 야근수당, 자격증...","명절선물/귀향비","창립일행사, 우수사원시상식, 외국어 교육 지원, 저녁식사 제공, 사우회(경조사회),...","회의실, 전용 사옥, 콘도/리조트 이용권, 사무용품 지급","야간교통비지급, 회사차량 있음","연차, 여름휴가, 경조휴가제, 창립일휴무, 근로자의 날 휴무, 산전 후 휴가, 육아휴...",NA,"7",NA,"4"
"448","(주)싸이토젠","㈜싸이토젠 바이오부문 경력/신입사원 모집","17","609","신입·경력","석사졸업 이상 (상세내용 공고문 참고)","무관","면접후 결정","정규직","면접후 결정","주 5일(월~금) ","서울 송파구, 서울전체","2019.04.10 00:00","2019.04.21 23:59","외국어 능력 영어가능자, 일본어 가능자활동/경험 해당직무 근무경험",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","(주)디지털다임","[디지털다임] 웹퍼블리셔 경력직 채용(정규직)","6","84","경력 2년 이상","대졸(2,3년제) 이상","무관","면접후 결정","정규직 수습기간 3개월","주임, 대리, 과장","주 5일(월~금) ","서울 용산구지도","2019.04.10 17:00","2019.05.10 23:59","활동/경험 해당직무 근무경험","건강검진, 각종 경조사 지원","장기근속자 포상, 퇴직금",NA,"신입사원교육(OJT), 직무능력향상교육, 리더쉽강화교육, 외국어 교육 지원, 저녁식...","휴게실, 회의실, 전용 사옥, 사내 정원, 노트북, 사원증","야간교통비지급, 회사차량 있음",NA,NA,NA,NA,NA
"450","㈜SG세계물산","[SG세계물산] ab.f.z 소재 막내 디자이너 채용","21","269","경력(년수무관)","대졸(2,3년제) 이상","28~33세/여자","면접후 결정","정규직",NA,"주 5일(월~금) ","서울 금천구지도","2019.04.10 17:00","2019.04.23 23:59",NA,NA,"인센티브제, 우수사원포상, 퇴직금, 4대 보험",NA,"구내식당(사원식당), 점심식사 제공, 저녁식사 제공, 사내동호회 운영","회의실","통근버스 운행",NA,NA,NA,NA,NA
"451","현대로보틱스","상반기 경력사원 공채","40","989","경력","학력무관","무관","회사내규에 따름","정규직",NA,NA,"대구 달성군, 경기 성남시 분당구, 용인시","2019.04.10 00:00","2019.04.22 23:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,"288",NA,NA
"452","한일네트웍스(주)","한일네트웍스 시스템 엔지니어(SE) 경력사원 모집","4","211","경력 1~3년","대졸(4년제) 이상","무관","면접후 결정","정규직",NA,"주 5일(월~금) ","서울 강남구지도","2019.04.10 17:00","2019.04.25 23:59","전공컴퓨터/시스템공학기본국가유공자, 보훈대상자, 장애인우대활동/경험 해당직무 근무경험","건강검진, 각종 경조사 지원, 자녀학자금","퇴직연금, 인센티브제, 장기근속자 포상, 우수사원포상, 퇴직금, 4대 보험",NA,"창립일행사, 워크샵, 신입사원교육(OJT), 직무능력향상교육, 교육비 지원","수유실, 카페테리아",NA,"연차, 경조휴가제, 포상휴가, 산전 후 휴가, 육아휴직",NA,NA,NA,NA
"453","㈜시원스쿨","고객센터 게시판 / 고객상담원 채용","17","623","신입·경력","고교졸업 이상","무관","회사내규에 따름","정규직",NA,NA,"서울 영등포구","2019.04.10 00:00","2019.04.17 23:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","천백십일(주)","[넷마블컴퍼니 천백십일] Web Engineer(웹개발) 직군 채용","6","59","경력 1년 이상","학력무관(예정자 가능)","무관","면접후 결정","정규직 수습기간 3개월",NA,"주 5일(월~금) 선택형근로제 (08:00 ~ 22:00 내 자율 근무)","서울 구로구지도","2019.04.10 17:00","2019.05.10 23:59","전공컴퓨터/시스템공학기타사용 서비스 유 경험자","건강검진, 의료비지원(본인), 각종 경조사 지원, 의료비지원(가족), 체력단련실운영...","퇴직연금, 인센티브제, 장기근속자 포상, 야근수당, 휴일(특근)수당, 연차수당, 직...",NA,"창립일행사, 워크샵, 신입사원교육(OJT), 리더쉽강화교육, 도서구입비지원, 음료제...","휴게실, 회의실, 공기청정기, 카페테리아, 사내 정원, 사원증, 자회사 제품할인, 사...","야간교통비지급, 탄력근무제","연차, 경조휴가제, Refresh휴가, 창립일휴무, 근로자의 날 휴무, 산전 후 휴가, 육아휴...","수평적 조직문화, 회식강요 안함, 자유복장",NA,NA,NA
"455","천백십일(주)","[넷마블컴퍼니 천백십일] 개인정보 보호 및 정보보안 담당자 채용","12","300","신입·경력 4년 이상","대졸(4년제) 이상(예정자 가능)","무관","면접후 결정","정규직",NA,"주 5일(월~금) 선택형근로제 (08:00 ~ 22:00 내 자율 근무)","서울 구로구지도","2019.04.10 17:00","2019.05.10 23:59","전공법학계열, 컴퓨터/시스템공학기타사용 서비스 유 경험자정보보안기사, CISA, CISSP 자격증 보유자ISMS/PIMS 인증심사원 자격 보유자관련학과 전공 및 동종업계 개인정보보호 업무 경력자 우대","건강검진, 의료비지원(본인), 각종 경조사 지원, 의료비지원(가족), 체력단련실운영...","퇴직연금, 인센티브제, 장기근속자 포상, 야근수당, 휴일(특근)수당, 연차수당, 직...",NA,"창립일행사, 워크샵, 신입사원교육(OJT), 리더쉽강화교육, 도서구입비지원, 음료제...","휴게실, 회의실, 공기청정기, 카페테리아, 사내 정원, 사원증, 자회사 제품할인, 사...","야간교통비지급, 탄력근무제","연차, 경조휴가제, Refresh휴가, 창립일휴무, 근로자의 날 휴무, 산전 후 휴가, 육아휴...","수평적 조직문화, 회식강요 안함, 자유복장",NA,NA,NA
"456","Merck Ltd. Korea","Lab Specialist (세포배양/cell culture media)","21","191","경력 1~5년","대졸(4년제) 이상","무관","면접후 결정","정규직",NA,"주 5일(월~금) ","인천 연수구지도","2019.04.10 17:00","2019.04.17 23:59","외국어 능력 영어가능자활동/경험 해당직무 근무경험근무조건 인근거주자","건강검진, 의료비지원(본인), 직원대출제도, 각종 경조사 지원","인센티브제, 장기근속자 포상, 퇴직금, 야근수당, 4대 보험","명절선물/귀향비","워크샵, 외국어 교육 지원, 교육비 지원, 자기계발비 지원, 사내동호회 운영","수유실, 휴게실, 수면실, 회의실, 공기청정기, 카페테리아",NA,"연차, 근로자의 날 휴무, 산전 후 휴가, 육아휴직, 남성출산휴가, 보건휴가","캐주얼데이","14","전<U+00A0><U+00A0><U+00A0>공생명과학, 생명/환경공학, 식품/유전/바이오",NA
"457","유신정밀공업","유신정밀공업 남동원자재관리 경력직","8","133","경력 2년 이상","학력무관","무관","회사내규에 따름","계약직 1년, 정규직 전환 가능 - 기간제",NA,"주 5일(월~금) 08:00~17:00","인천 연수구지도","2019.04.10 18:00","2019.05.02 23:59",NA,"건강검진, 직원대출제도, 각종 경조사 지원, 자녀학자금","상여금, 퇴직금, 4대 보험",NA,"구내식당(사원식당), 사내동호회 운영",NA,"기숙사 운영, 차량유류비지급, 통근버스 운행",NA,NA,NA,NA,NA
"458","㈜다날","다날 DB관리 신입/경력사원 모집","21","313","신입·경력 1~2년","고교졸업 이상","무관","면접후 결정","정규직 수습기간 3개월","사원, 대리","주 5일(월~금) 오전 9시~오후 6시","경기 성남시 분당구지도","2019.04.10 18:00","2019.04.27 23:59","기본보훈대상자활동/경험 해당직무 근무경험","건강검진, 직원대출제도, 각종 경조사 지원, 선택적복리후생","장기근속자 포상, 우수사원포상, 퇴직금, 4대 보험","명절선물/귀향비, 생일선물/파티","사내동호회 운영, 우리사주제도","휴게실, 카페테리아","주택자금 융자","산전 후 휴가, 육아휴직, 남성출산휴가","회식강요 안함, 야근강요 안함, 자유복장",NA,NA,NA
"459","존슨콘트롤즈인터내셔널코리아㈜","[존슨콘트롤즈인터내셔널코리아] 보안 영업 직원 채용","2","109","경력 3~10년","학력무관(예정자 가능)","무관","면접후 결정","정규직 수습기간 3개월",NA,"주 5일(월~금) 오전 9시~오후 6시","서울 중구지도","2019.04.10 18:00","2019.04.25 09:00","활동/경험 해당직무 근무경험근무조건 운전가능자, 차량소지자","건강검진, 각종 경조사 지원, 자녀학자금","인센티브제, 장기근속자 포상, 우수사원포상, 퇴직금, 자격증수당, 4대 보험","생일선물/파티, 결혼기념일선물","신입사원교육(OJT), 멘토링제도, 외국어 교육 지원, 사내동호회 운영",NA,NA,"연차, 창립일휴무, 포상휴가, 산전 후 휴가, 육아휴직, 남성출산휴가",NA,NA,NA,NA
"460","㈜다날","다날 투자담당 팀장급 경력사원 모집","3","111","경력 5년 이상","대졸(4년제) 이상","무관","면접후 결정","정규직 수습기간 3개월","팀장","주 5일(월~금) 오전 9시~오후 6시","경기 성남시 분당구지도","2019.04.10 18:00","2019.04.27 23:59","기본보훈대상자활동/경험 해당직무 근무경험","건강검진, 직원대출제도, 각종 경조사 지원, 선택적복리후생","장기근속자 포상, 우수사원포상, 퇴직금, 4대 보험","명절선물/귀향비, 생일선물/파티","사내동호회 운영, 우리사주제도","휴게실, 카페테리아","주택자금 융자","산전 후 휴가, 육아휴직, 남성출산휴가","회식강요 안함, 야근강요 안함, 자유복장",NA,NA,NA
"461","㈜태준제약","㈜태준제약 재무회계팀 채용","10","882","경력 6년 이상","대졸(4년제) 이상","무관","회사내규에 따름","정규직","면접후 결정",NA,"서울 용산구지도","2019.04.11 09:00","2019.04.17 14:00","기본보훈대상자, 장애인우대, 취업보호대상자활동/경험 해당직무 근무경험",NA,NA,NA,NA,NA,NA,NA,NA,"14",NA,NA
"462","대우정보시스템(주)","JAVA/C# 개발자 경력 채용","6","71","경력 3년 이상","대졸(2,3년제) 이상","무관","회사내규에 따름","정규직","대리, 과장","주 5일(월~금) ","서울 종로구지도","2019.04.10 18:00","2019.04.25 23:59","기타MES(생산/품질/자재/설비보전) 시스템 개발 경험Global MES 솔루션(GE, PTC, Siemens, Dassault 등) 구축 및 운영 경험 우대","건강검진, 단체 상해보험, 선택적복리후생, 자녀학자금","인센티브제, 장기근속자 포상, 우수사원포상, 퇴직금, 연차수당, 직책수당, 자격증...",NA,"사내동호회 운영, 사우회(경조사회)",NA,NA,"연차, 경조휴가제, 근로자의 날 휴무, 산전 후 휴가, 육아휴직, 남성출산휴가, 보건휴가","노조/노사협의회",NA,NA,NA
"463","매일유업(주)","[경력] 매일유업(주) 품질관리 모집","15","396","경력 8년 이상","대졸(4년제) 이상","무관","회사내규에 따름","정규직 수습기간 6개월",NA,"주 5일(월~금) ","경기 평택시지도","2019.04.10 19:00","2019.04.23 23:59","기타제과업체 공정/품질관리 경험",NA,NA,NA,NA,NA,NA,NA,NA,"24",NA,NA
"464","(주)티에이치엔","(주)티에이치엔 제품원가팀 경력&신입 채용","20","260","신입·경력(년수무관)","학력무관","무관","회사내규에 따름","정규직",NA,"주 5일(월~금) 오전 8시 30분~오후 5시 30분","경기 의왕시지도","2019.04.10 14:00","2019.05.10 23:59","전공경영학, 경제학, 상경계열활동/경험 해당직무 근무경험자격/능력 문서작성 우수자, 엑셀 고급능력자근무조건 인근거주자, 운전가능자","건강검진, 각종 경조사 지원, 자녀학자금","퇴직연금, 인센티브제, 상여금, 장기근속자 포상, 우수사원포상, 퇴직금, 성과급, ...","창립일선물지급, 생일선물/파티","창립일행사, 우수사원시상식, 워크샵, 플레이샵, 신입사원교육(OJT), 직무능력향상...","휴게실, 회의실, 카페테리아, 전용 사옥, 사내 정원, 유니폼지급, 사원증","기숙사 운영, 차량유류비지급, 통근버스 운행, 주택자금 융자, 야간교통비지급, 주차장제공","연차, 여름휴가, 경조휴가제, 창립일휴무, 근로자의 날 휴무, 포상휴가, 산전 후 휴...","노조/노사협의회, 자유복장",NA,NA,NA
"465","(주)엔씨다이노스","NC 다이노스 각 분야별 채용 공고","34","1,150","신입·경력(년수무관)","학력무관","무관","회사내규에 따름","정규직, 계약직정규직 수습기간 3개월계약직 정규직 전환 가능",NA,"탄력적근무제 ","경남 창원시지도","2019.04.10 20:00","2019.04.22 18:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25",NA,"10"
"466","이오테크닉스","Firmware 개발담당자 경력직 채용 공고","4","111","경력 5~15년","대졸(4년제) 이상","무관","회사내규에 따름","정규직 수습기간 3개월",NA,"주 5일(월~금) 오전 8시 30분~오후 5시 30분","경기 안양시 동안구지도","2019.04.10 20:00","2019.04.21 23:59","기본국가유공자, 보훈대상자외국어 능력 영어가능자활동/경험 해당직무 근무경험자격/능력 컴퓨터활용능력 우수, 문서작성 우수자","건강검진, 의료비지원(본인), 각종 경조사 지원, 의료비지원(가족), 자녀학자금","인센티브제, 장기근속자 포상, 우수사원포상, 퇴직금, 야근수당, 휴일(특근)수당, ...","명절선물/귀향비","워크샵, 교육비 지원, 구내식당(사원식당), 점심식사 제공, 저녁식사 제공, 사내동...","사내 어린이집 운영, 휴게실, 수면실, 회의실, 카페테리아, 전용 사옥, 사내 정원, ...","차량유류비지급, 회사차량 있음","연차, 경조휴가제, 반차, 근로자의 날 휴무, 산전 후 휴가, 육아휴직, 남성출산휴가,...","자유복장",NA,"전<U+00A0><U+00A0><U+00A0>공전기/전자공학",NA
