"","회사명","공고제목","즐겨찾기 수","조회수","경력","학력","나이/성별","급여","근무형태","직급/직책","근무일시","근무지역","시작일","마감일","우대사항","지원금/보험","급여제도","선물","교육/생활","근무 환경","출퇴근","리프레시","조직문화","홈페이지접속","필수사항","자사양식다운수"
"113","㈜보쉬전장","[보쉬전장] 인턴 채용공고(신입)","38","1,728","신입","대졸(4년제) 이상(예정자 가능) 2019년 8월 졸업예정자 지원 가능","무관","회사내규에 따름","인턴직",NA,"주 5일(월~금) 08:00 ~ 17:00","세종특별자치시지도","2019.04.08 00:00","2019.04.17 23:59","전공상경계열외국어 능력 영어가능자, 영어능통자",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24"
"114","(주)쉥커코리아","[Schenker Korea]Procurement Manager","15","552","경력 5년 이상","대졸(2,3년제) 이상","무관","면접후 결정","정규직 수습기간 3개월","과장, 차장","주 5일(월~금) ","서울 마포구지도","2019.04.08 15:00","2019.05.08 23:59","외국어 능력 영어가능자활동/경험 해당직무 근무경험","건강검진, 의료비지원(본인), 각종 경조사 지원, 업무활동비 지급, 선택적복리후생,...","퇴직연금, 상여금, 장기근속자 포상, 우수사원포상, 퇴직금, 야근수당, 휴일(특근)...","명절선물/귀향비","우수사원시상식, 신입사원교육(OJT), 직무능력향상교육, 리더쉽강화교육, 자격증취...","노트북, 콘도/리조트 이용권","통근버스 운행, 야간교통비지급, 주차장제공, 탄력근무제","연차, 경조휴가제, 반차, 산전 후 휴가, 육아휴직, 남성출산휴가, 보건휴가","노조/노사협의회, 자유복장, 캐주얼데이",NA,NA,NA
"115","성화물산(주)","성화물산㈜ 제품 및 패키지 디자인, 개발(니트류/양말/디자인/의류/잡화)","89","1,123","신입·경력 2년 이상","대졸(2,3년제) 이상(예정자 가능) 경력자급여 별도협의","무관","회사내규에 따름성과급, 퇴직금, 휴가비, 귀향비 등 별도","정규직 수습기간 6개월","사원","주 5일(월~금) 오전 8시 30분~오후 5시 30분","서울 서초구, 서울전체","2019.04.08 00:00","2019.05.08 23:59",NA,"건강검진, 직원대출제도, 각종 경조사 지원, 헬스비 지급, 문화생활비, 통신비 지원","퇴직연금, 인센티브제, 퇴직금, 4대 보험","명절선물/귀향비, 생일선물/파티","워크샵, 도서구입비지원, 교육비 지원, 자기계발비 지원, 사우회(경조사회)","노트북, 사원증, 콘도/리조트 이용권",NA,"연차, 경조휴가제, 반차, 근로자의 날 휴무, 휴가비지원, 산전 후 휴가","자유복장",NA,NA,NA
"116","㈜올가홀푸드","[풀무원] ORGA 매장영업 직원 모집","22","554","신입·경력 2년 이하","고교졸업 이상","무관","회사내규에 따름","정규직","면접후 결정",NA,"서울 강남구, 서울전체, 송파구","2019.04.08 00:00","2019.04.14 23:59","활동/경험 해당직무 근무경험",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20"
"117","(주)프레시원동서울","[프레시원춘천] 식자재 영업/배송 담당 사원 채용","2","104","무관(신입포함)","학력무관","무관","회사내규에 따름","정규직 수습기간 3개월","사원","토요일 격주휴무(월~토) 상세요강 참조","강원 춘천시지도","2019.04.08 15:00","2019.05.08 23:59","활동/경험 해당직무 알바경험, 해당직무 근무경험근무조건 인근거주자, 운전가능자, 차량소지자","건강검진, 각종 경조사 지원","상여금, 장기근속자 포상, 퇴직금, 4대 보험",NA,"점심식사 제공, 아침식사 제공","유니폼지급","주차장제공","연차","수평적 조직문화",NA,NA,NA
"118","㈜현대그린푸드[현대백화점그룹]","사무지원 담당 모집","130","1,118","무관","학력무관","무관","회사내규에 따름","정규직",NA,"주 5일(월~금) ","경기 용인시 수지구, 경기전체, 전국지도","2019.04.08 15:00","2019.04.14 23:00","활동/경험 해당직무 근무경험근무조건 인근거주자","건강검진, 직원대출제도, 각종 경조사 지원, 단체 상해보험, 체력단련실운영, 업무...","인센티브제, 상여금, 장기근속자 포상, 우수사원포상, 퇴직금, 성과급, 야근수당, ...","명절선물/귀향비, 창립일선물지급, 생일선물/파티","구내식당(사원식당), 점심식사 제공, 저녁식사 제공, 사내동호회 운영, 사우회(경조...","휴게실, 회의실, 카페테리아, 유니폼지급, 사원증, 자회사 제품할인, 사무용품 지급","차량유류비지급, 주택자금 융자, 주차장제공","산전 후 휴가, 육아휴직, 남성출산휴가","회식강요 안함, 야근강요 안함","132",NA,NA
"119","현대오토에버(주)","2019 상반기 경력사원 채용","228","8,093","경력","대졸(4년제) 이상","무관","회사내규에 따름","정규직","면접후 결정",NA,"서울 강남구, 영등포구, 경기 군포시, 의정부시, 경북 포항시, 충남 당진시","2019.04.09 00:00","2019.04.21 23:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,"188",NA,NA
"120","메가존㈜","이커머스 QA, S/W 품질관리 경력자 채용","8","216","경력 2년 이상","학력무관","무관","회사내규에 따름","정규직","면접후 결정",NA,"서울 송파구, 서울전체","2019.04.08 00:00","2019.04.30 23:59","활동/경험 해당직무 근무경험",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","(주)이엘피","[이엘피]디스플레이 검사장비 CS","6","292","신입·경력(년수무관)","고교졸업 이상","무관","면접후 결정","정규직 수습기간 3개월","면접후 결정","주 5일(월~금) 오전 9시~오후 6시","경기 화성시지도","2019.04.08 15:00","2019.04.22 23:59","활동/경험 해당직무 근무경험","건강검진, 각종 경조사 지원, 단체 상해보험, 해외여행 지원, 선택적복리후생, 자녀학자금","퇴직연금, 인센티브제, 스톡옵션, 퇴직금, 4대 보험","명절선물/귀향비","창립일행사, 워크샵, 플레이샵, 신입사원교육(OJT), 직무능력향상교육, 해외연수지...","회의실, 전용 사옥, 장애인 화장실, 장애인 전용주차장, 사무용품 지급","기숙사 운영, 주차장제공, 주차비지원","연차, 경조휴가제, 근로자의 날 휴무",NA,NA,NA,NA
"122","DB금융투자","[DB금융투자] 리서치 부문 경력사원 채용","6","94","경력 3년 이상","대졸(4년제) 이상","무관","회사내규에 따름","계약직 1년, 정규직 전환 가능","대리, 과장","주 5일(월~금) 08:00 ~ 18:00","서울 영등포구지도","2019.04.08 15:00","2019.04.21 23:59","자격증증권투자상담사, 파생상품투자상담사, 펀드투자상담사기본국가유공자, 보훈대상자, 취업보호대상자활동/경험 해당직무 인턴경력, 해당직무 알바경험, 해당직무 근무경험자격/능력 컴퓨터활용능력 우수, 문서작성 우수자근무조건 인근거주자","건강검진, 의료비지원(본인), 직원대출제도, 각종 경조사 지원, 의료비지원(가족), ...","퇴직연금, 인센티브제, 장기근속자 포상, 우수사원포상, 퇴직금, 연차수당, 직책수...","명절선물/귀향비, 창립일선물지급","창립일행사, 우수사원시상식, 워크샵, 플레이샵, 신입사원교육(OJT), 직무능력향상...","수유실, 휴게실, 수면실, 회의실, 카페테리아, 게임기, 전용 사옥, 사원증, 사무용품 지급","주택자금 융자","연차, 여름휴가, 경조휴가제, 반차, Refresh휴가, 근로자의 날 휴무, 휴가비지원, 산전...","캐주얼데이","5",NA,NA
"123","일진건설㈜","일진그룹 건설계열사 각 부문 채용","94","7,400","신입·경력","대졸(2,3년제) 이상","무관","회사내규에 따름","정규직",NA,NA,"서울 강남구, 서울전체, 경기 김포시, 아시아·중동 말레이시아","2019.04.08 00:00","2019.04.19 23:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","농심엔지니어링(주)","농심엔지니어링(주) 플랜트PM 채용","11","186","경력 5년 이상","대졸(4년제) 이상","무관","면접후 결정","정규직","대리, 과장 / 팀원","주 5일(월~금) 08:30 ~ 17:30","서울 동작구지도","2019.04.08 15:00","2019.04.21 23:00","전공전기/전자공학, 건축/토목/조경/도시공학, 기계/자동차/조선공학자격증건축기사기본국가유공자, 보훈대상자, 장애인우대, 취업보호대상자활동/경험 해당직무 근무경험기타관련 자격 보유자","건강검진, 통신비 지원, 자녀학자금","퇴직연금, 상여금, 장기근속자 포상, 우수사원포상, 퇴직금, 휴일(특근)수당, 연차...","명절선물/귀향비, 창립일선물지급, 생일선물/파티","구내식당(사원식당), 점심식사 제공, 저녁식사 제공, 사내동호회 운영, 음료제공(차, 커피)","회의실, 카페테리아, 전용 사옥, 사내 정원, 건물 내 경사로, 유도점자블록, 장애인 ...","차량유류비지급, 주차장제공, 회사차량 있음",NA,"회식강요 안함","5",NA,"1"
"125","메가스터디교육㈜","[강북 메가스터디] 경리/회계파트 팀원(고객응대 및 수납업무)","7","373","경력 1년 이상","고교졸업 이상(예정자 가능)","무관","회사내규에 따름","계약직 2년, 정규직 전환 가능","사원, 대리 / 팀원","주 5일 근무 (기본 월 8회 휴무) 주 8시간 근무 (학원운영에 따라 출근시간은 유동적임)","서울 노원구지도","2019.04.08 15:00","2019.04.30 23:59","기본보훈대상자, 장애인우대, 취업보호대상자활동/경험 해당직무 근무경험자격/능력 문서작성 우수자, 엑셀 고급능력자근무조건 인근거주자","건강검진, 의료비지원(본인), 직원대출제도, 각종 경조사 지원, 의료비지원(가족), ...","퇴직연금, 인센티브제, 장기근속자 포상, 퇴직금, 연차수당, 직책수당, 4대 보험","명절선물/귀향비, 생일선물/파티","워크샵, 플레이샵, 신입사원교육(OJT), 직무능력향상교육, 리더쉽강화교육, 사이버...","회의실, 전용 사옥, 사원증, 콘도/리조트 이용권, 사무용품 지급","야간교통비지급, 주차장제공","연차, 경조휴가제, Refresh휴가, 근로자의 날 휴무, 휴가비지원, 포상휴가, 산전 후 휴...","자유복장",NA,NA,NA
"126","MK(매경닷컴)","매경닷컴(MBN) 인턴기자 모집","42","508","신입","학력무관","무관","회사내규에 따름","인턴직 6개월",NA,"주 5일(월~금) 4시간","서울 중구지도","2019.04.08 15:00","2019.04.14 23:59","전공언론정보학활동/경험 해당직무 근무경험자격/능력 문서작성 우수자",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","㈜브레인콘텐츠","개발(App&Web&서버운용)/서비스기획/재무/경영기획실 채용","29","1,824","신입·경력","대졸(2,3년제) 이상","무관","회사내규에 따름","정규직, 계약직",NA,"주 5일(월~금) ","서울 강남구","2019.04.08 00:00","2019.04.15 23:59",NA,"건강검진, 직원대출제도, 각종 경조사 지원, 문화생활비","퇴직연금, 장기근속자 포상, 우수사원포상, 퇴직금, 야근수당, 휴일(특근)수당, 연...","명절선물/귀향비, 창립일선물지급, 생일선물/파티","창립일행사, 우수사원시상식, 워크샵, 플레이샵, 신입사원교육(OJT), 도서구입비지...","휴게실, 회의실, 공기청정기, 유니폼지급, 콘도/리조트 이용권, 사무용품 지급","기숙사 운영, 통근버스 운행","연차, 경조휴가제, 반차, 포상휴가, 산전 후 휴가, 육아휴직, 남성출산휴가","회식강요 안함, 야근강요 안함, 자유복장",NA,NA,NA
"128","(주)골프존카운티","[정규직] 서비스기획 경력 채용합니다","1","94","경력 3년 이상","대졸(4년제) 이상","무관","회사내규에 따름","정규직 수습기간 3개월",NA,"주 5일(월~금) ","대전 유성구지도","2019.04.08 15:00","2019.05.08 23:59",NA,"건강검진, 각종 경조사 지원, 단체 상해보험, 복지카드/포인트, 자녀학자금","장기근속자 포상",NA,"플레이샵, 신입사원교육(OJT), 구내식당(사원식당), 저녁식사 제공, 사내동호회 운영...","휴게실, 수면실",NA,"Refresh휴가, 산전 후 휴가, 육아휴직, 패밀리데이",NA,NA,NA,NA
"129","우리조명(주)","조명 대리점영업(전라도, 충청도 지역) 경력사원 모집","스크랩","38","경력 2년 이상","학력무관","무관","면접후 결정","정규직","대리, 사원, 과장","주 5일(월~금) 08:00 ~ 17:00","경기 안산시 단원구지도","2019.04.08 15:00","2019.04.17 23:59","활동/경험 해당직무 근무경험근무조건 운전가능자, 지방근무 가능자","건강검진, 의료비지원(본인), 직원대출제도, 각종 경조사 지원, 의료비지원(가족), ...","퇴직연금, 상여금, 장기근속자 포상, 우수사원포상, 스톡옵션, 퇴직금, 성과급, 야...","명절선물/귀향비, 창립일선물지급","창립일행사, 우수사원시상식, 워크샵, 플레이샵, 신입사원교육(OJT), 직무능력향상...","휴게실, 회의실, 전용 사옥, 유니폼지급, 노트북, 사원증, 콘도/리조트 이용권, 사무...","기숙사 운영, 통근버스 운행, 주택자금 융자, 주차장제공, 회사차량 있음","연차, 여름휴가, 경조휴가제, 반차, 근로자의 날 휴무, 산전 후 휴가, 육아휴직, 남...","자유복장",NA,NA,NA
"130","(주)골프존카운티","[정규직] 인사기획 경력 채용합니다","6","237","경력 7~10년","대졸(4년제) 이상","무관","회사내규에 따름","정규직 수습기간 3개월","과장, 차장","주 5일(월~금) ","대전 유성구지도","2019.04.08 15:00","2019.05.08 23:59",NA,"건강검진, 각종 경조사 지원, 단체 상해보험, 복지카드/포인트, 자녀학자금","장기근속자 포상",NA,"신입사원교육(OJT), 구내식당(사원식당), 저녁식사 제공, 사내동호회 운영, 음료제공...","휴게실, 수면실",NA,"Refresh휴가, 산전 후 휴가, 육아휴직",NA,NA,NA,NA
"131","코스맥스바이오(주)","[코스맥스바이오] 제약품질보증팀 신입 및 경력사원 모집","106","829","신입·경력(년수무관)","대졸(4년제) 이상","무관","회사내규에 따름","정규직","사원","주 5일(월~금) 오전 8시 30분~오후 5시 30분","충북 제천시지도","2019.04.08 15:00","2019.04.14 23:59","활동/경험 해당직무 근무경험근무조건 인근거주자, 지방근무 가능자, 야간근무 가능자",NA,"인센티브제, 상여금, 장기근속자 포상, 우수사원포상, 퇴직금, 야근수당, 연차수당,...","생일선물/파티","구내식당(사원식당), 점심식사 제공",NA,"통근버스 운행","연차, 여름휴가, 경조휴가제, 반차, 창립일휴무, 근로자의 날 휴무, 산전 후 휴가, ...",NA,NA,NA,NA
"132","㈜윈하이텍","건축설계/생산지원 신입 및 경력모집","19","1,414","신입·경력","대졸(2,3년제) 이상","무관","회사내규에 따름","정규직",NA,NA,"서울 금천구, 서울전체, 충북 음성군","2019.04.08 00:00","2019.04.21 23:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","㈜유라코퍼레이션","R&D 영상 설계/검증 채용 (경력 및 석사)","18","740","무관","대졸(4년제) 이상","무관","회사내규에 따름","정규직","면접후 결정",NA,"경기 성남시, 화성시","2019.04.08 00:00","2019.04.16 23:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,"22",NA,NA
"134","한국공항㈜","한국공항(주) 인천공항 항공기지상조업 신입직원 모집","71","2,656","신입","고교졸업 이상","무관","회사내규에 따름","인턴직 2년, 정규직 전환 가능",NA,"탄력적근무제 항공기 스케줄에 따른 탄력 근무 (주5일/주40시간)","인천 중구지도","2019.04.08 16:00","2019.04.14 23:59","자격증1종대형운전면허근무조건 인근거주자, 운전가능자, 야간근무 가능자, 3교대근무 가능자","건강검진, 직원대출제도, 각종 경조사 지원, 자녀학자금","장기근속자 포상, 우수사원포상, 퇴직금, 야근수당, 휴일(특근)수당, 연차수당, 4대 보험",NA,"창립일행사, 신입사원교육(OJT), 멘토링제도, 구내식당(사원식당), 사내동호회 운영,...","유니폼지급","야간교통비지급","연차, 경조휴가제, 창립일휴무, 근로자의 날 휴무, 산전 후 휴가, 육아휴직","노조/노사협의회","218","자격증1종보통운전면허",NA
"135","한국단자공업㈜","선행품질보증 경력직 모집","15","428","경력 3~7년","대졸(4년제) 이상","무관","회사내규에 따름","정규직","팀원","주 5일(월~금) 오전 8시~오후 5시","인천 남동구지도","2019.04.08 16:00","2019.04.17 23:59","전공공학계열기본보훈대상자, 장애인우대근무조건 운전가능자, 차량소지자","건강검진, 각종 경조사 지원, 자녀학자금","퇴직금, 4대 보험",NA,"점심식사 제공, 저녁식사 제공, 사내동호회 운영, 사우회(경조사회)","휴게실, 전용 사옥, 문턱 없음, 유니폼지급, 사무용품 지급","주차장제공","휴양시설 제공",NA,NA,NA,NA
"136","케이엔케이코팅스(주)","케이엔케이코팅스(주) 품질경영팀 및 기술지원팀 모집","9","307","무관(신입포함)","대졸(4년제) 이상","무관","회사내규에 따름","정규직 수습기간 3개월",NA,"주 5일(월~금) 오전 8시 30분~오후 5시 30분","경기 평택시지도","2019.04.08 16:00","2019.04.15 23:59","전공화학공학","건강검진, 각종 경조사 지원, 체력단련실운영, 통신비 지원, 자녀학자금","상여금, 장기근속자 포상, 우수사원포상, 퇴직금, 야근수당, 휴일(특근)수당, 직책...","명절선물/귀향비, 창립일선물지급","구내식당(사원식당), 점심식사 제공","휴게실, 사내 정원, 장애인 전용주차장, 유니폼지급, 사무용품 지급","기숙사 운영, 통근버스 운행, 주차장제공, 회사차량 있음","휴가비지원","노조/노사협의회, 회식강요 안함, 야근강요 안함",NA,NA,"6"
"137","코웰패션주식회사","[레포츠의류부문] 디자이너, 생산관리 정규직 모집","20","781","경력","대졸(2,3년제) 이상","무관","회사내규에 따름","정규직",NA,NA,"서울 영등포구","2019.04.08 00:00","2019.04.15 23:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","㈜모다이노칩","국내 및 해외영업(영어 가능자) 신입 또는 경력","17","271","신입·경력 2~7년","대졸(4년제) 이상","무관","회사내규에 따름","정규직",NA,"주 5일(월~금) 오전 8시 30분~오후 5시 30분","경기 안산시 단원구지도","2019.04.08 16:00","2019.05.08 23:59","외국어TOEIC 900급(점) 이상활동/경험 해당직무 근무경험근무조건 인근거주자","건강검진, 직원대출제도, 각종 경조사 지원, 단체 상해보험, 통신비 지원","퇴직연금, 인센티브제, 상여금, 장기근속자 포상, 우수사원포상, 스톡옵션, 퇴직금,...","명절선물/귀향비, 창립일선물지급, 생일선물/파티","구내식당(사원식당), 점심식사 제공, 저녁식사 제공, 사내동호회 운영, 사우회(경조사회)","휴게실, 전용 사옥, 건물 내 경사로, 유도점자블록, 장애인 화장실, 사무용품 지급","통근버스 운행, 주차장제공, 회사차량 있음","연차, 여름휴가, 경조휴가제, 창립일휴무, 근로자의 날 휴무, 휴가비지원, 포상휴가","자유복장",NA,NA,"9"
"139","(주)케이티에스테이트","[kt estate] 2019년 경력사원 수시채용(7차)","8","539","경력 7년 이상","대졸(4년제) 이상","무관","면접후 결정","정규직",NA,"주 5일(월~금) ","서울 강남구지도","2019.04.08 16:00","2019.04.17 23:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12",NA,NA
"140","(주)미디어윌네트웍스","알바천국 브랜드 마케팅 담당자 채용","11","99","경력 5년 이상","학력무관","무관","면접후 결정","정규직 수습기간 3개월","면접후 결정","주 5일(월~금) 오전 9시~오후 6시","서울 강남구, 서울전체, 강동구, 강북구, 서초구지도","2019.04.08 16:00","2019.04.30 23:59",NA,"건강검진, 의료비지원(본인), 직원대출제도, 각종 경조사 지원, 선택적복리후생, 복...","퇴직연금, 인센티브제, 장기근속자 포상, 우수사원포상, 퇴직금, 성과급, 연차수당,...","명절선물/귀향비, 생일선물/파티, 도서 무제한 제공, 임신/출산 선물, 장기근속 선물","우수사원시상식, 워크샵, 플레이샵, 신입사원교육(OJT), 직무능력향상교육, 리더쉽...","휴게실, 수면실, 회의실, 공기청정기, 노트북, 사원증, 자회사 제품할인, 콘도/리조...","주택자금 융자, 야간교통비지급, 주 52시간제 준수, 주 40시간제 시행","연차, 경조휴가제, 반차, Refresh휴가, 근로자의 날 휴무, 포상휴가, 산전 후 휴가, 육...","노조/노사협의회, 회식강요 안함, 야근강요 안함, 자유복장, 자유로운 연차사용, 문화 회식",NA,NA,NA
"141","농심엔지니어링(주)","농심엔지니어링(주)  IT Solution 각 분야 경력직 상시 채용","15","228","경력 5~10년","대졸(4년제) 이상","무관","면접후 결정","정규직","대리, 사원","주 5일(월~금) 08:30 ~ 17:30","서울 동작구지도","2019.04.08 16:00","2019.04.21 23:00","전공컴퓨터/시스템공학, 전기/전자공학자격증정보통신기사기본국가유공자, 보훈대상자, 장애인우대, 취업보호대상자활동/경험 해당직무 근무경험","건강검진, 통신비 지원, 자녀학자금","퇴직연금, 상여금, 장기근속자 포상, 우수사원포상, 퇴직금, 휴일(특근)수당, 연차...","명절선물/귀향비, 창립일선물지급, 생일선물/파티","구내식당(사원식당), 점심식사 제공, 저녁식사 제공, 사내동호회 운영, 음료제공(차, 커피)","회의실, 카페테리아, 전용 사옥, 사내 정원, 건물 내 경사로, 유도점자블록, 장애인 ...","차량유류비지급, 주차장제공",NA,"회식강요 안함","7",NA,"8"
"142","(주)미디어윌네트웍스","알바천국 퍼포먼스 마케팅 담당자 채용","7","79","경력 3년 이상","학력무관","무관","면접후 결정","정규직 수습기간 3개월","면접후 결정","주 5일(월~금) 오전 9시~오후 6시","서울 강남구, 서울전체, 강동구, 강북구, 서초구지도","2019.04.08 16:00","2019.04.30 23:59",NA,"건강검진, 의료비지원(본인), 직원대출제도, 각종 경조사 지원, 선택적복리후생, 복...","퇴직연금, 인센티브제, 장기근속자 포상, 우수사원포상, 퇴직금, 성과급, 연차수당,...","명절선물/귀향비, 생일선물/파티, 도서 무제한 제공, 임신/출산 선물, 장기근속 선물","우수사원시상식, 워크샵, 플레이샵, 신입사원교육(OJT), 직무능력향상교육, 리더쉽...","휴게실, 수면실, 회의실, 공기청정기, 노트북, 사원증, 자회사 제품할인, 콘도/리조...","주택자금 융자, 야간교통비지급, 주 52시간제 준수, 주 40시간제 시행","연차, 경조휴가제, 반차, Refresh휴가, 근로자의 날 휴무, 포상휴가, 산전 후 휴가, 육...","노조/노사협의회, 회식강요 안함, 야근강요 안함, 자유복장, 자유로운 연차사용, 문화 회식",NA,NA,NA
"143","씨에이치음료(주)","[씨에이치음료(주)] 품질관리 신입사원 채용","94","682","신입","대졸(2,3년제) 이상 군필(면제)","무관","3,600~3,800만원상여금 年 400%, 휴가비, 귀향여비 지급","정규직 수습기간 3개월",NA,"주5일(평일 잔업, 휴일근무 가능) 오전 8시 30분~오후 5시 30분","충북 청주시 상당구지도","2019.04.08 16:00","2019.04.17 23:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"170"
"144","(주)미디어윌네트웍스","알바천국 브랜드 소셜, 프로모션 마케팅 담당자 채용","25","193","경력 2년 이상","학력무관","무관","면접후 결정","정규직 수습기간 3개월","면접후 결정","주 5일(월~금) 오전 9시~오후 6시","서울 강남구, 서울전체, 강동구, 강북구, 서초구지도","2019.04.08 16:00","2019.04.30 23:59",NA,"건강검진, 의료비지원(본인), 직원대출제도, 각종 경조사 지원, 선택적복리후생, 복...","퇴직연금, 인센티브제, 장기근속자 포상, 우수사원포상, 퇴직금, 성과급, 연차수당,...","명절선물/귀향비, 생일선물/파티, 도서 무제한 제공, 임신/출산 선물, 장기근속 선물","우수사원시상식, 워크샵, 플레이샵, 신입사원교육(OJT), 직무능력향상교육, 리더쉽...","휴게실, 수면실, 회의실, 공기청정기, 노트북, 사원증, 자회사 제품할인, 콘도/리조...","주택자금 융자, 야간교통비지급, 주 52시간제 준수, 주 40시간제 시행","연차, 경조휴가제, 반차, Refresh휴가, 근로자의 날 휴무, 포상휴가, 산전 후 휴가, 육...","노조/노사협의회, 회식강요 안함, 야근강요 안함, 자유복장, 자유로운 연차사용, 문화 회식",NA,NA,NA
"145","농심엔지니어링(주)","농심엔지니어링(주) 건설 기술영업 담당자 수시채용","7","102","경력 10년 이상","대졸(4년제) 이상","무관","면접후 결정","정규직","과장, 차장 / 팀원","주 5일(월~금) 08:30 ~ 17:30","서울 동작구지도","2019.04.08 16:00","2019.04.21 23:00","전공전기/전자공학, 건축/토목/조경/도시공학, 기계/자동차/조선공학자격증건축기사기본국가유공자, 보훈대상자, 장애인우대, 취업보호대상자활동/경험 해당직무 근무경험기타관련 자격 보유자","건강검진, 통신비 지원, 자녀학자금","퇴직연금, 상여금, 장기근속자 포상, 우수사원포상, 퇴직금, 휴일(특근)수당, 연차...","명절선물/귀향비, 창립일선물지급, 생일선물/파티","구내식당(사원식당), 점심식사 제공, 저녁식사 제공, 사내동호회 운영, 음료제공(차, 커피)","회의실, 카페테리아, 전용 사옥, 사내 정원, 건물 내 경사로, 유도점자블록, 장애인 ...","차량유류비지급, 주차장제공, 회사차량 있음",NA,"회식강요 안함","6",NA,NA
"146","(주)미디어윌네트웍스","알바천국 CRM 마케팅 담당자 채용","8","121","경력 5년 이상","학력무관","무관","면접후 결정","정규직 수습기간 3개월","면접후 결정","주 5일(월~금) 오전 9시~오후 6시","서울 강남구, 서울전체, 강동구, 강북구, 서초구지도","2019.04.08 16:00","2019.04.30 23:59",NA,"건강검진, 의료비지원(본인), 직원대출제도, 각종 경조사 지원, 선택적복리후생, 복...","퇴직연금, 인센티브제, 장기근속자 포상, 우수사원포상, 퇴직금, 성과급, 연차수당,...","명절선물/귀향비, 생일선물/파티, 도서 무제한 제공, 임신/출산 선물, 장기근속 선물","우수사원시상식, 워크샵, 플레이샵, 신입사원교육(OJT), 직무능력향상교육, 리더쉽...","휴게실, 수면실, 회의실, 공기청정기, 노트북, 사원증, 자회사 제품할인, 콘도/리조...","주택자금 융자, 야간교통비지급, 주 52시간제 준수, 주 40시간제 시행","연차, 경조휴가제, 반차, Refresh휴가, 근로자의 날 휴무, 포상휴가, 산전 후 휴가, 육...","노조/노사협의회, 회식강요 안함, 야근강요 안함, 자유복장, 자유로운 연차사용, 문화 회식",NA,NA,NA
"147","㈜리드코프","(주)리드코프 석유사업본부 각 부문 채용공고","28","306","신입·경력(년수무관)","대졸(2,3년제) 이상","무관","회사내규에 따름","정규직, 계약직정규직 수습기간 6개월계약직6개월, 정규직 전환 가능","대리, 과장, 사원","주 5일(월~금) 08:30 ~ 18:00","서울 영등포구지도","2019.04.08 16:00","2019.05.08 23:59",NA,"건강검진, 직원대출제도, 각종 경조사 지원","인센티브제, 퇴직금, 4대 보험",NA,"워크샵, 신입사원교육(OJT)",NA,NA,"연차, 경조휴가제, Refresh휴가, 근로자의 날 휴무",NA,NA,NA,NA
"148","대한적십자사","2019년도 사무직 공개모집","483","4,198","신입","학력무관","무관","회사내규에 따름",NA,NA,NA,"전국","2019.04.08 00:00","2019.04.23 18:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1,337",NA,NA
"149","상상스토리(주)","[ 정규직 /신입] 웹 디자이너 채용 공고","18","251","신입","대졸(2,3년제) 이상(예정자 가능)","무관","면접후 결정","정규직 수습기간 3개월",NA,"주 5일(월~금) 오전 9시~오후 6시","서울 구로구지도","2019.04.08 09:00","2019.04.19 23:59","자격증시각디자인산업기사자격/능력 문서작성 우수자, 포토샵 능숙자","각종 경조사 지원","장기근속자 포상, 우수사원포상, 4대 보험",NA,"창립일행사, 우수사원시상식, 워크샵, 신입사원교육(OJT), 직무능력향상교육, 저녁...","공기청정기, 카페테리아, 사내 정원, 사무용품 지급","회사차량 있음","연차, 반차, 근로자의 날 휴무, 산전 후 휴가, 육아휴직","자유복장",NA,NA,NA
"150","(주)씨엠에스에듀","CMS에듀 영재교육 연구소 연구원 채용","12","125","무관(신입포함)","대졸(4년제) 이상(예정자 가능) 수학, 수학교육, 이공계열","무관","회사내규에 따름","정규직 수습기간 3개월","연구원, 주임연구원, 선임연구원","주 5일(월~금) 오전 9시 30분 ~ 오후 6시 30분","서울 서초구지도","2019.04.08 17:00","2019.05.08 23:59","전공수학/통계학, 컴퓨터/시스템공학활동/경험 해당직무 근무경험, 박사학위 수여자기타수학, 수학교육, 이공계열","의료비지원(본인), 직원대출제도, 각종 경조사 지원, 의료비지원(가족)","장기근속자 포상, 우수사원포상, 퇴직금, 4대 보험","명절선물/귀향비, 생일선물/파티",NA,NA,NA,"연차, 여름휴가, 경조휴가제, 휴가비지원","회식강요 안함, 야근강요 안함, 자유복장",NA,NA,NA
