"","회사명","공고제목","즐겨찾기 수","조회수","경력","학력","나이/성별","급여","근무형태","직급/직책","근무일시","근무지역","시작일","마감일","우대사항","지원금/보험","급여제도","선물","교육/생활","근무 환경","출퇴근","리프레시","조직문화","홈페이지접속","필수사항","자사양식다운수"
"163","㈜모다이노칩","공정기술 엔지니어(신입 및 경력)","151","1,785","신입·경력 4~10년","대졸(4년제) 이상(예정자 가능)","무관","회사내규에 따름","정규직",NA,"주 5일(월~금) 오전 8시 30분~오후 5시 30분","경기 안산시 단원구지도","2019.04.03 08:00","2019.04.30 23:59","전공신소재/재료공학","건강검진, 직원대출제도, 각종 경조사 지원, 단체 상해보험","퇴직연금, 인센티브제, 상여금, 장기근속자 포상, 우수사원포상, 스톡옵션, 퇴직금,...","명절선물/귀향비, 창립일선물지급, 생일선물/파티","구내식당(사원식당), 점심식사 제공, 저녁식사 제공, 사내동호회 운영, 사우회(경조사회)","휴게실, 전용 사옥, 건물 내 경사로, 유도점자블록, 장애인 화장실, 사무용품 지급","통근버스 운행, 주차장제공, 회사차량 있음","연차, 여름휴가, 경조휴가제, 창립일휴무, 근로자의 날 휴무, 포상휴가","자유복장",NA,NA,"96"
"164","(주)제때","2019년 ㈜제때 시스템 사업부문 대졸 신입사원 채용","43","1,359","신입","대졸(4년제) 이상(예정자 가능)","무관","회사내규에 따름","정규직 수습기간 6개월","면접후 결정",NA,"서울 중구, 경기 남양주시","2019.04.03 00:00","2019.04.14 23:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,"50",NA,NA
"165","㈜인프라웨어","인프라웨어테크놀러지 Atlassian 개발/엔지니어, 영업관리 채용","2","484","신입·경력","대졸(2,3년제) 이상 부문별 상이 내용 참조","무관","회사내규에 따름","정규직","면접후 결정",NA,"서울 금천구","2019.04.03 00:00","2019.04.30 23:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","부산시설공단","2019년 부산시설공단 일반직/무기계약직 및 전문계약직 채용","681","13,589","무관","학력무관","무관","회사내규에 따름","정규직, 계약직계약직 무기계약직",NA,NA,"부산전체, 부산 부산진구","2019.04.03 00:00","2019.04.24 18:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1,619",NA,NA
"167","(주)경동사","(주)경동사에서 물류센터 직원(본사)을 모집합니다.","49","831","무관(신입포함)","학력무관","무관","면접후 결정","정규직 수습기간 3개월","사원 / 팀원","주 5일(월~금) 오전 8시 30분~오후 5시 30분","대구 남구지도","2019.04.03 09:00","2019.05.03 23:59","기본국가유공자, 보훈대상자, 장애인우대자격/능력 문서작성 우수자근무조건 인근거주자","건강검진, 자녀학자금","퇴직연금, 야근수당, 휴일(특근)수당, 4대 보험","명절선물/귀향비","워크샵, 구내식당(사원식당), 점심식사 제공, 사우회(경조사회)","휴게실, 유니폼지급","주차장제공","연차, 경조휴가제, 반차, 근로자의 날 휴무","노조/노사협의회, 자유복장",NA,NA,NA
"168","(주)이엘피","[이엘피]전자 H/W 회로설계 연구소 신입/경력사원 모집","28","490","신입·경력 2~12년","대졸(4년제) 이상(예정자 가능)","무관","면접후 결정","정규직 수습기간 3개월","면접후 결정","주 5일(월~금) ","경기 화성시지도","2019.04.03 09:00","2019.04.18 23:59","활동/경험 공모전 입상자, 해당직무 근무경험","건강검진, 의료비지원(본인), 각종 경조사 지원, 단체 상해보험, 무료진료지정병원,...","퇴직연금, 인센티브제, 장기근속자 포상, 스톡옵션, 퇴직금, 휴일(특근)수당, 4대 보험","명절선물/귀향비, 창립일선물지급, 생일선물/파티","창립일행사, 워크샵, 플레이샵, 신입사원교육(OJT), 직무능력향상교육, 해외연수지...","회의실, 전용 사옥, 장애인 화장실, 장애인 전용주차장, 유니폼지급, 사원증, 콘도/...","기숙사 운영, 주차장제공, 회사차량 있음","연차, 경조휴가제, 반차, 근로자의 날 휴무, 산전 후 휴가, 육아휴직, 휴양시설 제공","회식강요 안함, 야근강요 안함, 자유복장",NA,"전<U+00A0><U+00A0><U+00A0>공전기/전자공학",NA
"169","크레텍책임㈜","고객상담원 신입/경력 모집(청년내일채움공제가능)","73","1,882","신입·경력","고교졸업 이상 각 부문 상이","무관","회사내규에 따름","정규직","면접후 결정",NA,"서울전체, 경기전체, 경기 군포시, 대구전체, 대구 서구, 중구","2019.04.03 00:00","2019.04.16 23:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,"105",NA,NA
"170","에이치엘엠씨","IT 인프라 부문 신입사원 채용","22","393","신입","대졸(4년제) 이상(예정자 가능)","무관","회사내규에 따름","정규직 수습기간 3개월","사원 / 팀원","주 5일(월~금) 오전 9시~오후 6시","서울 중구지도","2019.04.03 09:00","2019.05.03 23:59","전공컴퓨터/시스템공학기타OS에 대한 이해 및 운영Application 설치 운영 경험자Active Directory / WSUS 구축 및 운영Exchange Sever 구축 및 운영가상화 서버 유","건강검진, 각종 경조사 지원, 선택적복리후생","퇴직연금, 인센티브제, 퇴직금, 4대 보험",NA,"사내동호회 운영, 식비 지원, 음료제공(차, 커피)","휴게실, 회의실, 공기청정기, 카페테리아, 자회사 제품할인, 콘도/리조트 이용권, ...",NA,"연차, 여름휴가, 경조휴가제, 반차, 근로자의 날 휴무, 산전 후 휴가, 육아휴직, 남...",NA,NA,NA,NA
"171","(주)남양인터내셔날","테크니컬 디자이너 경력사원모집 (3년~4년 경력)","10","281","경력 3~4년","대졸(4년제) 이상","무관","회사내규에 따름","정규직 수습기간 3개월","주임","주 5일(월~금) 오전9시 ~ 오후7시 (탄력근무제 시행)","서울 성동구지도","2019.04.03 09:00","2019.04.19 23:59",NA,"각종 경조사 지원, 자녀학자금","인센티브제, 장기근속자 포상, 퇴직금, 4대 보험",NA,"워크샵, 점심식사 제공, 사내동호회 운영, 해외주재원 제도",NA,"주택자금 융자, 야간교통비지급, 탄력근무제","연차, 경조휴가제, 반차, 산전 후 휴가, 육아휴직, 남성출산휴가","자유복장",NA,NA,NA
"172","로얄앤컴퍼니(구 로얄TOTO)","생산관리팀 사무보조 신입/경력사원 모집","19","429","무관(신입포함)","대졸(2,3년제) 이상","무관","면접후 결정","정규직 수습기간 1개월","사원 / 팀원","주 5일(월~금) 오전 8시 30분~오후 5시 30분","경기 화성시지도","2019.04.03 09:00","2019.05.03 23:59","활동/경험 해당직무 근무경험자격/능력 문서작성 우수자근무조건 인근거주자, 운전가능자",NA,"퇴직연금, 인센티브제, 상여금, 퇴직금, 4대 보험",NA,"구내식당(사원식당), 점심식사 제공, 사내동호회 운영",NA,NA,NA,NA,NA,NA,NA
"173","로얄앤컴퍼니(구 로얄TOTO)","로얄앤컴퍼니(주) 재무회계팀 경력사원 모집","20","444","신입·경력 3년 이하","대졸(2,3년제) 이상","무관","면접후 결정","정규직 수습기간 1개월","사원","주 5일(월~금) 오전 8시 30분~오후 5시 30분","경기 화성시지도","2019.04.03 09:00","2019.05.03 23:59","전공회계학활동/경험 해당직무 근무경험자격/능력 엑셀 고급능력자근무조건 인근거주자, 운전가능자",NA,"퇴직연금, 인센티브제, 상여금, 퇴직금, 4대 보험",NA,"사내동호회 운영",NA,NA,NA,NA,NA,NA,NA
"174","㈜태평양감정평가법인","(주)태평양감정평가법인 전산팀(전산 및 사무보조) 정규직 모집","20","610","무관(신입포함)","고교졸업 이상(예정자 가능)","무관","회사내규에 따름","정규직 수습기간 3개월","팀원","주 5일(월~금) 오전 9시~오후 6시","서울 중구지도","2019.04.03 09:00","2019.05.03 23:59","기타개인정보업무 유경험자","건강검진","퇴직연금, 장기근속자 포상, 연차수당, 4대 보험",NA,"창립일행사","콘도/리조트 이용권, 사무용품 지급",NA,"연차, 경조휴가제, 반차, 근로자의 날 휴무, 산전 후 휴가",NA,NA,NA,"11"
"175","㈜한농화성","엔지니어링부 플랜트 신입&경력 채용","49","1,636","신입·경력 5~6년","대졸(4년제) 이상(예정자 가능)","무관","회사내규에 따름","정규직","대리 / 팀원","주 5일(월~금) 오전 8시 30분~오후 5시 30분","전북 군산시지도","2019.04.03 09:00","2019.05.03 23:59","자격증위험물산업기사, 가스기사, 산업안전기사활동/경험 해당직무 근무경험자격/능력 CAD/CAM 능숙자","건강검진, 직원대출제도, 각종 경조사 지원, 체력단련실운영, 업무활동비 지급, 통...","퇴직연금, 인센티브제, 상여금, 장기근속자 포상, 우수사원포상, 퇴직금, 야근수당,...","명절선물/귀향비, 창립일선물지급, 생일선물/파티, 결혼기념일선물","우수사원시상식, 워크샵, 플레이샵, 신입사원교육(OJT), 직무능력향상교육, 리더쉽...","휴게실, 회의실, 공기청정기, 카페테리아, 전용 사옥, 유니폼지급, 사원증, 콘도/리...","기숙사 운영, 사택제공","연차, 경조휴가제, 창립일휴무, 근로자의 날 휴무, 포상휴가, 산전 후 휴가, 육아휴...","노조/노사협의회, 회식강요 안함, 야근강요 안함, 캐주얼데이",NA,"전<U+00A0><U+00A0><U+00A0>공화학공학",NA
"176","한국남부발전㈜","상반기 신입, 경력직(회계·세무, 해외PF), 시간선택제 채용","1,975","44,160","신입·경력","학력무관","무관","회사내규에 따름회계·세무, 해외PF 타직종 대비 높은수준","정규직",NA,NA,"부산전체, 인천 서구, 강원 삼척시, 영월군, 경남 하동군, 경북 안동시, 제주전체","2019.04.08 14:00","2019.04.15 11:00","기본장애인우대, 취업보호대상자",NA,NA,NA,NA,NA,NA,NA,NA,"1,535",NA,NA
"177","(주)코맥스","2019년 각 부문 경력사원 공채","125","5,739","경력","대졸(4년제) 이상","무관","회사내규에 따름","정규직","면접후 결정",NA,"경기 성남시, 성남시 중원구","2019.04.04 00:00","2019.04.14 23:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,"114",NA,NA
"178","(주)원진 ","(주)원진월드와이드 ERP개발, 운영 경력사원 채용","11","325","경력 3년 이상","대졸(4년제) 이상","무관","면접후 결정","정규직 수습기간 3개월",NA,"주 5일(월~금) 08:00 ~ 18:00","경남 양산시지도","2019.04.03 09:00","2019.04.14 23:59","전공컴퓨터/시스템공학외국어 능력 영어가능자활동/경험 해당직무 근무경험","건강검진, 각종 경조사 지원, 자녀학자금","퇴직연금, 장기근속자 포상, 우수사원포상, 퇴직금, 성과급, 연차수당, 4대 보험",NA,"창립일행사, 워크샵, 신입사원교육(OJT), 직무능력향상교육, 리더쉽강화교육, 교육...","유니폼지급","차량유류비지급, 통근버스 운행","연차, 여름휴가, 경조휴가제, 창립일휴무, 근로자의 날 휴무, 휴가비지원","회식강요 안함, 야근강요 안함",NA,NA,"6"
"179","SK바이오텍	","2019년 3차 경력사원 채용(IT,재무/회계,SAP)","95","7,789","경력 3년 이상","대졸(4년제) 이상","무관","회사내규에 따름","정규직",NA,NA,"대전 유성구, 세종특별자치시","2019.04.01 00:00","2019.04.14 23:59","외국어 능력 영어능통자",NA,NA,NA,NA,NA,NA,NA,NA,"90","전<U+00A0><U+00A0><U+00A0>공컴퓨터/시스템공학",NA
"180","(주)헬로네이처","[헬로네이처] 운영지원팀","21","413","무관(신입포함)","학력무관","무관","회사내규에 따름","정규직 수습기간 3개월",NA,"주 5일 ~주 6일 오전 9시 ~ 오후 6시(변동될 수 있음)","경기 부천시지도","2019.04.03 09:00","2019.05.03 23:59","활동/경험 해당직무 근무경험자격/능력 컴퓨터활용능력 우수, 엑셀 고급능력자근무조건 인근거주자","건강검진","퇴직금, 4대 보험","생일선물/파티","점심식사 제공, 사내동호회 운영","자회사 제품할인",NA,"연차","수평적 조직문화, 자유복장",NA,NA,NA
"181","엔에이치엔에드(주)","[NHN AD] 광고AE 신입 채용","80","422","신입","학력무관","무관","회사내규에 따름","정규직 수습기간 3개월","사원 / 팀원","주 5일(월~금) 탄력근무제","경기 성남시 분당구지도","2019.04.03 09:00","2019.05.03 23:59",NA,"건강검진, 의료비지원(본인), 헬스비 지급","연차수당, 4대 보험","명절선물/귀향비","창립일행사, 워크샵, 구내식당(사원식당), 점심식사 제공, 저녁식사 제공, 아침식사...","수면실, 노트북, 사원증, 콘도/리조트 이용권, 사무용품 지급","야간교통비지급, 주차비지원, 탄력근무제","연차, 경조휴가제, 반차, 창립일휴무, 포상휴가","수평적 조직문화, 회식강요 안함, 야근강요 안함, 자유복장, 캐주얼데이","41",NA,NA
"182","씨제이올리브네트웍스(주)","2019년 IT사업부문 4월 경력사원 채용","57","1,270","경력","학력무관","무관","회사내규에 따름",NA,NA,NA,"서울전체, 인천 연수구","2019.04.03 00:00","2019.04.17 23:59","기본보훈대상자, 장애인우대외국어 능력 영어가능자, 일본어 가능자, 중국어 가능자",NA,NA,NA,NA,NA,NA,NA,NA,"391",NA,NA
"183","코스맥스엔비티 주식회사","디자인팀 경력직원 모집","56","469","경력 4~5년","학력무관","무관","회사내규에 따름","정규직 수습기간 3개월","대리 / 팀원","주 5일(월~금) 평일 : 08:30~17:30","서울 강남구지도","2019.04.03 09:00","2019.05.03 23:59","기본취업보호대상자활동/경험 해당직무 근무경험자격/능력 포토샵 능숙자, MAC/편집 전문가","건강검진, 각종 경조사 지원","퇴직연금, 인센티브제, 장기근속자 포상, 우수사원포상, 퇴직금, 4대 보험","명절선물/귀향비, 생일선물/파티","우수사원시상식, 신입사원교육(OJT), 직무능력향상교육, 리더쉽강화교육, 도서구입...","휴게실, 회의실, 자회사 제품할인, 콘도/리조트 이용권",NA,"연차, 여름휴가, 경조휴가제, 반차, 근로자의 날 휴무, 휴가비지원, 산전 후 휴가","자유복장",NA,NA,NA
"184","㈜KT","2019년 경력직(04차) 채용공고","44","1,533","경력","학력무관","무관","회사내규에 따름",NA,NA,NA,"경기 성남시 분당구, 서울전체","2019.04.02 00:00","2019.04.16 13:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"436",NA,NA
"185","(주)원익아이피에스","원익IPS 전장제어, 제어설계 경력직 모집","20","786","경력 2년 이상","대졸(4년제) 이상","무관","회사내규에 따름","정규직",NA,"주 5일(월~금) ","경기 평택시지도","2019.04.03 10:00","2019.04.15 23:59","전공전기/전자공학, 반도체공학활동/경험 해당직무 근무경험","건강검진, 의료비지원(본인), 각종 경조사 지원, 단체 상해보험, 의료비지원(가족), ...","인센티브제, 상여금, 장기근속자 포상, 우수사원포상, 퇴직금, 야근수당, 휴일(특근...","명절선물/귀향비, 생일선물/파티, 결혼기념일선물","창립일행사, 우수사원시상식, 워크샵, 신입사원교육(OJT), 직무능력향상교육, 리더...","휴게실, 회의실, 공기청정기, 카페테리아, 전용 사옥, 사내 정원, 휠체어용 난간, 유...","기숙사 운영, 차량유류비지급, 통근버스 운행, 주차장제공, 회사차량 있음","연차, 반차, Refresh휴가, 근로자의 날 휴무, 포상휴가, 육아휴직, 보건휴가, 휴양시설...","노조/노사협의회, 수평적 조직문화, 회식강요 안함, 야근강요 안함, 자유복장, 캐주얼데이","77",NA,NA
