"","회사명","공고제목","즐겨찾기 수","조회수","경력","학력","나이/성별","급여","근무형태","직급/직책","근무일시","근무지역","시작일","마감일","우대사항","지원금/보험","급여제도","선물","교육/생활","근무 환경","출퇴근","리프레시","조직문화","홈페이지접속","필수사항","자사양식다운수"
"229","(주)동방아그로","(주)동방아그로 기술연구소 잔류파트 정규직 모집공고","16","374","무관(신입포함)","석사졸업 이상(예정자 가능)","무관","회사내규에 따름","정규직 수습기간 3개월",NA,"주 5일(월~금) ","충남 부여군지도","2019.04.03 14:00","2019.04.18 23:59","전공화학기본보훈대상자외국어 능력 영어가능자, 일본어 가능자활동/경험 해당직무 근무경험근무조건 운전가능자","건강검진, 직원대출제도, 각종 경조사 지원, 단체 상해보험, 자녀학자금","장기근속자 포상, 우수사원포상, 퇴직금, 성과급, 장기근속수당, 4대 보험","창립일선물지급, 결혼기념일선물, 장기근속 선물","우수사원시상식, 구내식당(사원식당), 점심식사 제공, 사내동호회 운영, 사우회(경조사회)","휴게실, 회의실, 전용 사옥, 사원증, 콘도/리조트 이용권, 사무용품 지급","기숙사 운영, 통근버스 운행","연차, 반차, 창립일휴무, 근로자의 날 휴무, 산전 후 휴가, 육아휴직","노조/노사협의회",NA,NA,"10"
"230","Merck Ltd. Korea","[Sales] Account Manager (미생물 분야/Microbiology)","17","493","경력 2~6년","대졸(4년제) 이상","무관","면접후 결정","정규직",NA,"주 5일(월~금) ","서울 강남구지도","2019.04.03 14:00","2019.04.14 23:59","전공생명과학, 식품/유전/바이오기본국가유공자, 보훈대상자활동/경험 석사학위 수여자근무조건 운전가능자","건강검진, 의료비지원(본인), 직원대출제도, 각종 경조사 지원","인센티브제, 장기근속자 포상, 퇴직금, 야근수당, 4대 보험","명절선물/귀향비","자기계발비 지원, 사내동호회 운영","수유실",NA,"연차, 근로자의 날 휴무, 산전 후 휴가, 육아휴직, 남성출산휴가, 보건휴가","캐주얼데이",NA,NA,NA
"231","메가존㈜","AWS/알리바바클라우드 클라우드 강사 채용","스크랩","271","경력","학력무관","무관","회사내규에 따름","정규직, 프리랜서","면접후 결정",NA,"서울 강남구, 서울전체","2019.04.03 00:00","2019.04.30 23:59","활동/경험 해당직무 근무경험",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","(주)케이브랜즈","NIX / NIXKIDS 데님 디자인실 경력직 채용","4","73","경력 6~10년","대졸(2,3년제) 이상","무관","면접후 결정","정규직 수습기간 3개월","사원, 과장 / 팀장","주 5일(월~금) ","경기 성남시 분당구지도","2019.04.03 14:00","2019.05.03 23:59","활동/경험 해당직무 근무경험","각종 경조사 지원","퇴직금, 4대 보험","명절선물/귀향비, 생일선물/파티","워크샵","회의실, 사무용품 지급",NA,"연차, 반차, 근로자의 날 휴무, 휴가비지원, 산전 후 휴가","야근강요 안함, 자유복장",NA,NA,NA
"233","현대엘리베이터","신사업기획팀 팀장 경력직 채용 모집","14","438","경력 10년 이상","대졸(4년제) 이상","무관","회사내규에 따름","정규직","팀장","주 5일(월~금) 오전 8시 30분~오후 5시 30분","서울 종로구지도","2019.04.03 14:00","2019.04.16 23:59","기타팀 리더로서 리더십 역량 보유자비즈니스 영어 회화 가능자 우대",NA,"4대 보험",NA,NA,NA,NA,NA,NA,"20",NA,NA
"234","(주)송림푸드","(주)송림푸드 품질관리팀 팀장 모집","12","302","경력 10년 이상","학력무관 식품관련학과 전공 필수","무관","회사내규에 따름","정규직 수습기간 3개월",NA,"주 5일(월~금) ","충북 진천군지도","2019.04.03 14:00","2019.05.03 23:59","전공식품/유전/바이오활동/경험 해당직무 근무경험자격/능력 엑셀 고급능력자근무조건 인근거주자, 운전가능자","직원대출제도, 각종 경조사 지원, 복지카드/포인트, 자녀학자금","퇴직연금, 인센티브제, 장기근속자 포상, 야근수당, 휴일(특근)수당, 장기근속수당,...","창립일선물지급, 생일선물/파티","구내식당(사원식당), 점심식사 제공, 사내동호회 운영, 사우회(경조사회), 간식 제...","휴게실, 회의실, 사무용품 지급","기숙사 운영, 통근버스 운행, 회사차량 있음","연차, 경조휴가제, 반차, 근로자의 날 휴무, 산전 후 휴가, 육아휴직, 남성출산휴가","회식강요 안함",NA,NA,NA
"235","㈜더존비즈온","㈜미건(㈜더존비즈온 계열사) 인테리어 사업관리 경력직 모집","3","306","경력 3년 이상","학력무관","무관","회사내규에 따름","정규직 수습기간 3개월","대리, 과장","주 5일(월~금) 오전 9시~오후 6시","강원 춘천시지도","2019.04.04 00:00","2019.04.19 18:00","전공건축/토목/조경/도시공학기본국가유공자, 보훈대상자","건강검진, 직원대출제도, 각종 경조사 지원, 단체 상해보험, 체력단련실운영","퇴직연금, 상여금, 퇴직금, 4대 보험",NA,"워크샵, 플레이샵, 신입사원교육(OJT), 직무능력향상교육, 도서구입비지원, 자기계...","수유실, 사내 어린이집 운영, 휴게실, 카페테리아, 전용 사옥, 건물 내 경사로, 휠체...","기숙사 운영, 통근버스 운행, 야간교통비지급, 주차장제공","연차, 여름휴가, 경조휴가제, 근로자의 날 휴무, 산전 후 휴가","자유복장",NA,NA,"10"
"236","케이유엠","[경력] Finance 경력직 채용","5","183","경력 5년 이상","대졸(4년제) 이상","무관","회사내규에 따름","정규직","대리","주 5일(월~금) 오전 8시~오후 5시","경기 안양시 동안구지도","2019.04.03 14:00","2019.04.17 23:59","기타영어 회화 중급이상 , 충주공장(대소원면 기업도시 내) 출퇴근 근무가능자 (1주일 중 2~3일)","각종 경조사 지원, 자녀학자금","인센티브제, 장기근속자 포상, 우수사원포상, 퇴직금, 4대 보험",NA,"우수사원시상식, 신입사원교육(OJT), 직무능력향상교육, 해외연수지원, 구내식당(사...",NA,"기숙사 운영, 통근버스 운행","연차, 여름휴가, 경조휴가제, 반차",NA,NA,NA,NA
"237","볼보그룹코리아(주)","부품 입/출고 담당","36","1,049","신입·경력 2년 이하","고교졸업 이상(예정자 가능) 전문대졸 이상 학력소지자는 지원 불가","무관","회사내규에 따름","계약직 2년, 정규직 전환 가능","사원","주 5일(월~금) [근무시간] 08:00 ~ 17:00","인천 중구지도","2019.04.03 14:00","2019.04.19 23:59",NA,"건강검진, 의료비지원(본인), 각종 경조사 지원, 단체 상해보험, 의료비지원(가족)","인센티브제, 퇴직금, 야근수당, 휴일(특근)수당, 연차수당, 4대 보험","명절선물/귀향비","신입사원교육(OJT), 직무능력향상교육, 리더쉽강화교육, 구내식당(사원식당), 점심...","회의실, 유니폼지급, 사원증, 사무용품 지급",NA,"경조휴가제, 반차, 창립일휴무, 근로자의 날 휴무, 산전 후 휴가, 육아휴직, 보건휴가",NA,NA,NA,"36"
"238","태평양물산","태평양물산(주) 계열사 - 나디아퍼시픽(주) 의류내수영업 경력","49","687","경력 1년 이상","학력무관","무관","회사내규에 따름","정규직","주임, 사원, 대리","주 5일(월~금) 오전 8시 30분~오후 5시 30분","서울 구로구지도","2019.04.03 15:00","2019.05.05 23:59","전공인문과학계열, 사회과학계열, 상경계열기본보훈대상자, 장애인우대","건강검진, 직원대출제도, 각종 경조사 지원","인센티브제, 우수사원포상, 퇴직금, 야근수당, 휴일(특근)수당, 연차수당, 4대 보험","창립일선물지급","사내동호회 운영, 사우회(경조사회)",NA,"기숙사 운영, 주차장제공",NA,NA,NA,NA,NA
"239","(주)비에이치씨","BHC 재무팀 경력사원 모집","23","739","경력 5년 이상","대졸(4년제) 이상","무관","회사내규에 따름","정규직","주임, 대리, 과장","주 5일(월~금) 오전 9시~오후 6시","서울 송파구지도","2019.04.03 14:00","2019.04.15 13:00","전공경영학, 회계학자격증전산세무2급 (국가공인), 재경관리사 (국가공인)자격/능력 엑셀 고급능력자, 더존/회계 능숙자","건강검진, 각종 경조사 지원, 자녀학자금","퇴직연금, 인센티브제, 우수사원포상, 휴일(특근)수당, 연차수당, 4대 보험","생일선물/파티","우수사원시상식, 음료제공(차, 커피)","회의실, 콘도/리조트 이용권",NA,"연차, 여름휴가, 창립일휴무, 근로자의 날 휴무",NA,NA,NA,NA
"240","안국약품㈜","2019년 안국약품㈜ 경력 수시채용","102","5,132","경력 2년 이상","대졸(4년제) 이상 부문별 상이함(상세요강 참조)","무관","회사내규에 따름","정규직",NA,NA,"서울 구로구, 관악구, 금천구, 영등포구, 경기 화성시","2019.04.03 16:00","2019.04.14 23:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,"51",NA,NA
"241","에스케이하이닉스(주)","[SK하이닉스] 임원 비서 채용","154","1,912","신입","대졸(2,3년제) 이상(예정자 가능)","무관","회사내규에 따름","계약직 1년, 정규직 전환 가능",NA,"주 5일(월~금) 오전 8시 30분~오후 5시 30분","경기 이천시지도","2019.04.03 15:00","2019.04.21 23:59",NA,NA,NA,NA,"우수사원시상식, 워크샵, 신입사원교육(OJT), 직무능력향상교육, 리더쉽강화교육, 해외연수지원, MBA과정지원, 멘토링제도, 외국어 교육 ...",NA,NA,"연차, 경조휴가제, Refresh휴가, 창립일휴무, 근로자의 날 휴무, 포상휴가",NA,"171",NA,NA
"242","에스씨지솔루션즈(주)","[서울도시가스그룹계열] 서버 개발","4","153","경력 3년 이상","대졸(2,3년제) 이상","무관","회사내규에 따름면접 후 결정","정규직","대리, 과장, 차장","주 5일(월~금) 전일제 09:00~18:00","서울 마포구지도","2019.04.03 15:00","2019.05.03 23:59",NA,"건강검진, 각종 경조사 지원","퇴직연금, 인센티브제, 4대 보험",NA,NA,NA,NA,"연차",NA,NA,NA,NA
"243","(주)엘지경영개발원","2019 LG경제연구원 신입연구원 채용","67","594","신입","대졸(4년제) 이상(예정자 가능)","무관","회사내규에 따름","정규직",NA,"주 5일(월~금) ","서울 영등포구지도","2019.04.08 09:00","2019.04.26 23:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,"50",NA,NA
"244","(주)유니트론텍","ICT사업분야 Project Manager 경력직 정규채용","11","276","경력 10년 이상","대졸(2,3년제) 이상","무관","회사내규에 따름","정규직","차장, 부장 / 팀원","주 5일(월~금) ","서울 강남구지도","2019.04.03 15:00","2019.05.03 23:59","전공컴퓨터/시스템공학, 공학계열활동/경험 해당직무 근무경험자격/능력 컴퓨터활용능력 우수, PPT능력 우수자","건강검진, 의료비지원(본인), 직원대출제도, 각종 경조사 지원, 의료비지원(가족), ...","퇴직연금, 인센티브제, 장기근속자 포상, 우수사원포상, 4대 보험","명절선물/귀향비","우수사원시상식, 워크샵, 플레이샵, 신입사원교육(OJT), 직무능력향상교육, 리더쉽...","휴게실, 회의실, 공기청정기, 문턱 없음, 노트북, 사원증, 사무용품 지급","차량유류비지급, 주차장제공, 주차비지원","연차, 경조휴가제, 근로자의 날 휴무, 휴가비지원, 포상휴가, 산전 후 휴가, 육아휴...","노조/노사협의회",NA,NA,NA
"245","㈜비와이씨","영업직(대구,순천) 신입사원 모집","31","512","신입","대졸(4년제) 이상","무관","3,000만원","정규직 수습기간 3개월",NA,"주 5일(월~금) 오전 8시 30분 ~ 오후 6시 30분","전남 순천시지도","2019.04.03 15:00","2019.04.15 23:59",NA,"건강검진, 직원대출제도, 각종 경조사 지원, 업무활동비 지급, 자녀학자금","퇴직연금, 장기근속자 포상, 우수사원포상, 퇴직금, 연차수당, 직책수당, 4대 보험","창립일선물지급, 생일선물/파티","구내식당(사원식당), 점심식사 제공, 사우회(경조사회), 식비 지원, 음료제공(차, 커피)","회의실, 유니폼지급, 사무용품 지급","차량유류비지급, 주택자금 융자, 주차장제공","연차, 경조휴가제, 반차, 산전 후 휴가, 육아휴직",NA,NA,"외국어TOEIC 700급(점) 이상","34"
"246","(주)현대종합설계건축사사무소","현대종합설계 경력사원 채용 (소방설계)","5","176","경력 7년 이상","대졸(2,3년제) 이상","무관","회사내규에 따름","계약직 정규직 전환 가능",NA,"주 5일(월~금) 08:00~17:30","서울 종로구지도","2019.04.03 15:00","2019.04.15 23:59","전공전기/전자공학, 건축/토목/조경/도시공학, 기계/자동차/조선공학기본보훈대상자, 장애인우대","건강검진","장기근속자 포상, 우수사원포상, 퇴직금, 자격증수당, 4대 보험","명절선물/귀향비, 창립일선물지급","사내동호회 운영, 사우회(경조사회)",NA,"통근버스 운행",NA,"캐주얼데이","12",NA,NA
"247","주성엔지니어링(주)","물류관리 신입사원 채용","57","875","신입","대졸(2,3년제) 이상(예정자 가능)","무관","회사내규에 따름","정규직 수습기간 3개월",NA,"주 5일 근무 오전 8시 30분 ~ 오후 6시 (점심시간 2시간)","경기 광주시지도","2019.04.03 16:00","2019.04.18 23:59","기본국가유공자, 보훈대상자, 장애인우대","건강검진, 각종 경조사 지원, 단체 상해보험, 무료진료지정병원, 자녀학자금","퇴직연금, 인센티브제, 장기근속자 포상, 우수사원포상, 퇴직금, 야근수당, 휴일(특...","명절선물/귀향비","창립일행사, 신입사원교육(OJT), 구내식당(사원식당), 점심식사 제공, 저녁식사 제공...","회의실, 공기청정기, 사내 정원, 노트북, 사원증","기숙사 운영, 차량유류비지급, 주차장제공","연차, 경조휴가제, 반차, Refresh휴가, 근로자의 날 휴무, 포상휴가, 육아휴직, 남성출...","자유복장",NA,NA,"95"
"248","(주)케이브랜즈","D-FRONT / LOWPIXEL 데님디자이너 경력직 채용","2","113","경력 3년 이상","대졸(2,3년제) 이상","무관","면접후 결정","정규직 수습기간 3개월","과장, 사원 / 팀장","주 5일(월~금) ","경기 성남시 분당구지도","2019.04.03 15:00","2019.05.03 23:59","전공예/체능계열활동/경험 해당직무 근무경험자격/능력 포토샵 능숙자","각종 경조사 지원","퇴직금, 4대 보험","명절선물/귀향비, 생일선물/파티","워크샵","회의실, 사무용품 지급",NA,"연차, 반차, 근로자의 날 휴무, 휴가비지원, 산전 후 휴가","야근강요 안함, 자유복장",NA,NA,NA
"249","(주)에스앤아이코퍼레이션","[건설] 부문별 경력사원 채용","14","491","경력 3년 이상","대졸(4년제) 이상","무관","회사내규에 따름","정규직",NA,NA,"서울전체, 전국, 기타해외","2019.04.03 10:00","2019.04.21 23:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15",NA,NA
"250","㈜선진엔지니어링종합건축사사무소","선진엔지니어링 교통계획부 정규직 신입/경력직 모집","5","168","신입·경력 1~15년","대졸(4년제) 이상","무관","회사내규에 따름","정규직",NA,"주 5일(월~금) 오전 9시~오후 6시","경기 안양시 동안구지도","2019.04.03 15:00","2019.04.19 23:59",NA,"건강검진, 각종 경조사 지원","퇴직금, 야근수당, 직책수당, 자격증수당, 장기근속수당, 4대 보험",NA,"사내동호회 운영","휴게실",NA,"연차, 경조휴가제, 산전 후 휴가, 육아휴직",NA,"7",NA,"3"
"251","신세계건설(주)","2019 테마파크 경력사원 모집 공고","19","680","경력 5년 이상","대졸(4년제) 이상","무관","회사내규에 따름","정규직","대리, 과장","주 5일(월~금) 오전 9시~오후 6시","서울 중구, 강남구지도","2019.04.03 16:00","2019.04.14 23:59","외국어 능력 영어가능자활동/경험 해당직무 근무경험",NA,NA,NA,NA,NA,NA,NA,NA,"25",NA,NA
"252","㈜골든듀","(주)골든듀 상품물류 및 품질관리 채용","56","476","무관(신입포함)","대졸(2,3년제) 이상(예정자 가능)","무관","면접후 결정","정규직, 계약직, 인턴직정규직 수습기간 3개월계약직6개월, 정규직 전환 가능인턴직6개월, 정규직 전환 가능","팀원","주 5일(월~금) ","서울 서초구지도","2019.04.03 16:00","2019.04.14 23:59",NA,"각종 경조사 지원, 자녀학자금","인센티브제, 퇴직금, 4대 보험",NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","에이치에스디엔진","2019년 HSD엔진 경력사원 채용","103","5,404","경력","대졸(4년제) 이상","무관","회사내규에 따름","정규직",NA,NA,"경남 창원시, 경남전체, 서울전체","2019.04.03 00:00","2019.04.13 23:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,"94",NA,NA
"254","에프알엘코리아(주)","[ UNIQLO ] IT부 팀장 채용/네트워크 경력 7년 이상","10","279","경력 7~10년","대졸(4년제) 이상","무관","회사내규에 따름","정규직 수습기간 3개월","팀장","주 5일(월~금) 08:00~17:00","서울 중구, 송파구지도","2019.04.03 16:00","2019.05.03 23:59","외국어 능력 영어가능자","건강검진, 각종 경조사 지원","퇴직금, 4대 보험",NA,"신입사원교육(OJT)",NA,NA,"연차, 여름휴가, 경조휴가제","수평적 조직문화, 회식강요 안함, 야근강요 안함","18","전<U+00A0><U+00A0><U+00A0>공컴퓨터/시스템공학",NA
"255","안동문화방송㈜","2019년 안동MBC 신입사원 채용","66","3,084","신입","학력무관","무관","회사내규에 따름","정규직",NA,NA,"경북 안동시, 경북전체","2019.04.06 00:00","2019.04.19 18:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"92",NA,NA
"256","한국신에츠실리콘㈜","2019년 관리(자금/회계)·업무(무역/수출) 모집공고(신입)","477","5,036","신입","대졸(4년제) 이상(예정자 가능)","무관","회사내규에 따름","정규직",NA,NA,"서울 서초구, 서울전체지도","2019.04.04 00:00","2019.04.13 23:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","엔브이에이치코리아㈜","엔브이에이치코리아 설계담당 경력사원 모집","45","745","경력 1~10년","대졸(4년제) 이상 기계공학, 자동차 공학, 메카트로닉스","무관","회사내규에 따름","정규직","사원, 대리, 과장","주 5일(월~금) 오전 08시~17시","경기 화성시지도","2019.04.03 16:00","2019.04.18 23:59","외국어 능력 독일어 가능자활동/경험 해당직무 근무경험","직원대출제도, 각종 경조사 지원, 자녀학자금","상여금, 장기근속자 포상, 우수사원포상, 퇴직금, 휴일(특근)수당, 연차수당, 직책...","명절선물/귀향비, 생일선물/파티","워크샵, 신입사원교육(OJT), 직무능력향상교육, 리더쉽강화교육, 구내식당(사원식당...","회의실","차량유류비지급, 주차장제공, 회사차량 있음","연차, 휴양시설 제공",NA,NA,NA,NA
"258","남양금속㈜","[남양금속] 설비(기계부문) 경력사원 모집","37","1,564","경력","고교졸업 이상","무관","회사내규에 따름","정규직, 계약직정규직 수습기간 3개월계약직3개월, 정규직 전환 가능","면접후 결정",NA,"대구 달성군","2019.04.03 00:00","2019.04.14 23:59","기본보훈대상자",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","엔브이에이치코리아㈜","엔브이에이치코리아㈜ 영업팀 경력사원 모집","25","416","경력 1~5년","대졸(4년제) 이상","무관","회사내규에 따름","정규직","대리, 사원","주 5일(월~금) 오전 08시~17시","서울 강남구지도","2019.04.03 16:00","2019.04.18 23:59","전공경영학, 경제학, 회계학외국어 능력 영어가능자활동/경험 해당직무 근무경험근무조건 운전가능자, 차량소지자","각종 경조사 지원","퇴직금, 4대 보험","명절선물/귀향비, 생일선물/파티","점심식사 제공, 사내동호회 운영","회의실",NA,"휴양시설 제공",NA,NA,NA,NA
"260","(주)세스코","(주)세스코 재무실 수금관리 신입사원 채용","64","746","신입","대졸(4년제) 이상","무관","회사내규에 따름","정규직 수습기간 3개월","사원","주 5일(월~금) 08:30~18:00(휴게시간 90분 포함)","서울 강동구지도","2019.04.03 17:00","2019.05.03 23:59","기본보훈대상자근무조건 인근거주자",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","㈜비즈테크파트너스","BI/DW분야 경력직 모집","2","118","경력 3년 이상","대졸(2,3년제) 이상","무관","회사내규에 따름","정규직, 계약직정규직 수습기간 3개월계약직 정규직 전환 가능",NA,"주 5일(월~금) 탄력근무제","서울 마포구지도","2019.04.03 17:00","2019.05.03 23:59",NA,"건강검진, 각종 경조사 지원, 자녀학자금","퇴직연금, 장기근속자 포상, 우수사원포상, 4대 보험","명절선물/귀향비, 생일선물/파티","저녁식사 제공, 사내동호회 운영, 사우회(경조사회)",NA,NA,"연차, 경조휴가제, 창립일휴무",NA,NA,NA,NA
"262","대명호텔앤리조트","대명그룹 경영지원부문 신입/경력 채용","829","13,016","신입·경력","대졸(4년제) 이상","무관","회사내규에 따름","정규직",NA,NA,"서울전체, 서울 송파구","2019.04.03 00:00","2019.04.17 23:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,"550",NA,NA
"263","㈜아이마켓코리아","[신입/경력] 재무/회계 및 여신관리 담당자 모집","161","1,503","신입·경력","대졸(4년제) 이상","무관","회사내규에 따름","정규직","면접후 결정",NA,"서울 강남구","2019.04.03 00:00","2019.04.17 23:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"76",NA,NA
"264","인지에이원(주)","[인지에이원] 자동차 휠 제조업 연구개발 인원 모집","3","111","경력 1년 이상","학력무관","무관","면접후 결정","정규직",NA,"주 5일(월~금) 08:00 ~ 17:00","충남 당진시지도","2019.04.03 17:00","2019.05.03 23:59","활동/경험 해당직무 근무경험근무조건 인근거주자, 운전가능자","각종 경조사 지원, 자녀학자금","퇴직연금, 장기근속자 포상, 우수사원포상, 퇴직금, 4대 보험","명절선물/귀향비, 창립일선물지급","신입사원교육(OJT), 구내식당(사원식당), 점심식사 제공, 저녁식사 제공, 사내동호회...","노트북","기숙사 운영, 통근버스 운행",NA,"노조/노사협의회",NA,NA,NA
"265","인지에이원(주)","자동차 부품 출하 및 자재관리 인원 구인","9","324","신입·경력(년수무관)","학력무관","무관","면접후 결정","정규직","팀원","주 5일(월~금) 08:00~17:00","충남 당진시지도","2019.04.03 17:00","2019.05.03 23:59","활동/경험 해당직무 근무경험근무조건 인근거주자, 운전가능자","각종 경조사 지원, 자녀학자금","퇴직연금, 장기근속자 포상, 우수사원포상, 퇴직금, 야근수당, 4대 보험","명절선물/귀향비, 창립일선물지급","신입사원교육(OJT), 구내식당(사원식당), 점심식사 제공, 저녁식사 제공, 사내동호회...","노트북","기숙사 운영, 통근버스 운행",NA,"노조/노사협의회",NA,NA,NA
"266","유신정밀공업","유신정밀공업 3D설계, catia, Pro-e 신입 모집","74","696","신입","대졸(4년제) 이상","무관","회사내규에 따름","정규직",NA,"주 5일(월~금) 08:00~17:00 유연근무제 가능","인천 연수구지도","2019.04.03 17:00","2019.04.19 23:59","전공금속/비금속공학, 기계/자동차/조선공학외국어 능력 영어능통자, 일본어 가능자","건강검진, 직원대출제도, 각종 경조사 지원, 자녀학자금","상여금, 퇴직금, 4대 보험",NA,"구내식당(사원식당), 사내동호회 운영",NA,"기숙사 운영, 차량유류비지급, 통근버스 운행",NA,NA,NA,NA,NA
"267","(주)나이벡","각 분야 신입 및 경력사원 정규직 모집","132","3,750","신입·경력","고교졸업 이상 *분야별 상이함","무관","회사내규에 따름","정규직 수습기간 3개월","면접후 결정",NA,"서울 종로구, 충북 진천군","2019.04.03 00:00","2019.04.18 23:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","(주)에이스테크놀로지","SW 및 Controller HW/FW 개발담당 모집","5","195","경력 3~5년","대졸(4년제) 이상","무관","면접후 결정","정규직",NA,"주 5일(월~금) 09:30 ~ 18:30","인천 남동구지도","2019.04.03 17:00","2019.04.14 23:59",NA,"건강검진, 금연수당, 직원대출제도, 각종 경조사 지원, 체력단련실운영, 본인학자금","퇴직연금, 4대 보험","명절선물/귀향비, 창립일선물지급, 생일선물/파티, 결혼기념일선물","신입사원교육(OJT), 구내식당(사원식당), 점심식사 제공, 저녁식사 제공","수유실, 휴게실, 수면실, 회의실, 카페테리아, 전용 사옥, 사내 정원, 건물 내 경사...",NA,"연차, 반차, 근로자의 날 휴무, 포상휴가",NA,NA,NA,NA
"269","(주)아이티엠반도체","(주)아이티엠반도체 정보전략팀  MES 자동화 개발 경력 모집","5","200","경력 10년 이상","대졸(2,3년제) 이상","무관","면접후 결정","정규직 수습기간 3개월","과장, 차장","주 5일(월~금) ","충북 청주시 청원구지도","2019.04.03 17:00","2019.05.03 23:59","전공컴퓨터/시스템공학, 전기/전자공학, 반도체공학외국어 능력 영어가능자, 베트남어 가능자활동/경험 해당직무 인턴경력자격/능력 통계분석능숙자, 컴퓨터활용능력 우수, 문서작성 우수자, 엑셀 고급능력자, 더존/회계 능숙자, PPT능력 우수자근무조건 인근거주자, 운전가능자, 차량소지자, 기숙사 생활가능자, 지방근무 가능자","건강검진, 각종 경조사 지원, 단체 상해보험, 본인학자금, 업무활동비 지급, 자녀학자금","퇴직연금, 상여금, 장기근속자 포상, 우수사원포상, 퇴직금, 야근수당, 휴일(특근)...","창립일선물지급","우수사원시상식, 플레이샵, 신입사원교육(OJT), 직무능력향상교육, 리더쉽강화교육,...","휴게실, 유니폼지급, 사원증, 사무용품 지급","통근버스 운행, 사원아파트 임대, 주차장제공, 회사차량 있음","연차, 여름휴가, 반차, 창립일휴무, 근로자의 날 휴무, 산전 후 휴가, 육아휴직, 남...","노조/노사협의회, 회식강요 안함",NA,NA,NA
"270","(주)푸드나무","웹 개발자 & 쇼핑몰 기획자 경력직원 모집","2","122","경력 3~10년","학력무관","무관","면접후 결정","정규직 수습기간 3개월","대리, 주임, 과장","주 5일(월~금) ","서울 마포구지도","2019.04.03 17:00","2019.04.26 23:59",NA,"건강검진, 각종 경조사 지원, 헬스비 지급, 업무활동비 지급","퇴직연금, 퇴직금, 성과급, 4대 보험","명절선물/귀향비","플레이샵, 직무능력향상교육, 저녁식사 제공, 음료제공(차, 커피)","휴게실, 회의실, 공기청정기, 카페테리아, 사원증, 자회사 제품할인, 콘도/리조트 ...",NA,"연차, 경조휴가제, 근로자의 날 휴무, 휴가비지원, 산전 후 휴가, 육아휴직","회식강요 안함, 야근강요 안함, 자유복장",NA,NA,NA
"271","익수제약㈜","익수제약(주) 마케팅부 경력사원 채용공고","7","190","경력(년수무관)","대졸(4년제) 이상","무관","면접후 결정","정규직",NA,"주 5일(월~금) 오전 9시~오후 6시","서울 강동구지도","2019.04.03 17:00","2019.04.16 23:59","활동/경험 해당직무 근무경험","각종 경조사 지원","퇴직금, 4대 보험","명절선물/귀향비",NA,NA,"주차장제공","연차, 경조휴가제, 반차, 근로자의 날 휴무",NA,NA,NA,NA
"272","(주)와이비엠넷","㈜와이비엠넷 웹개발자(ASP, PHP)를 모집합니다.","3","116","신입·경력 2년 이상","대졸(4년제) 이상(예정자 가능)","무관","회사내규에 따름","정규직 수습기간 3개월","사원 / 팀원","주 5일(월~금) 오전 9시~오후 6시","경기 성남시 분당구지도","2019.04.03 17:00","2019.04.22 23:59","활동/경험 해당직무 인턴경력, 해당직무 알바경험, 해당직무 근무경험근무조건 인근거주자","건강검진, 직원대출제도, 각종 경조사 지원, 단체 상해보험, 자녀학자금","퇴직연금, 인센티브제, 상여금, 장기근속자 포상, 우수사원포상, 퇴직금, 4대 보험","명절선물/귀향비, 생일선물/파티","우수사원시상식, 워크샵, 신입사원교육(OJT), 직무능력향상교육, 도서구입비지원, ...","수유실, 회의실, 콘도/리조트 이용권, 사무용품 지급","통근버스 운행, 야간교통비지급","연차, 여름휴가, 산전 후 휴가","야근강요 안함, 자유복장",NA,NA,NA
"273","유진테크","(주)유진테크 제어개발  경력사원 채용","8","287","경력 4~12년","대졸(4년제) 이상","무관","회사내규에 따름","정규직 수습기간 3개월","팀원","주 5일(월~금) ","경기 이천시지도","2019.04.03 18:00","2019.04.21 23:59","전공전기/전자공학, 반도체공학, 공학계열기본국가유공자, 보훈대상자, 장애인우대외국어 능력 영어가능자활동/경험 해당직무 근무경험자격/능력 컴퓨터활용능력 우수, 학점4.0 이상","건강검진, 각종 경조사 지원, 자녀학자금","퇴직연금, 장기근속자 포상, 우수사원포상, 퇴직금, 4대 보험","명절선물/귀향비, 결혼기념일선물","우수사원시상식, 워크샵, 직무능력향상교육, 구내식당(사원식당), 점심식사 제공","회의실, 공기청정기, 카페테리아, 전용 사옥, 장애인 화장실, 노트북, 콘도/리조트 이용권","기숙사 운영, 주차장제공","연차, 경조휴가제, 반차, Refresh휴가, 근로자의 날 휴무, 산전 후 휴가, 육아휴직, 남...",NA,"14",NA,"14"
